50.87.94.230 - - [05/Feb/2014:17:34:49 -0800] "GET /wp-content/plugins/akismet/readme.txt HTTP/1.1" 404 89 "-" "-" "www.lifelineprc.com"
134.249.49.231 - - [06/Feb/2014:01:09:08 -0800] "GET / HTTP/1.1" 200 4249 "http://snomer1.ru/" "Mozilla/4.79 [en] (Windows NT 5.0; U)" "lifelinepregnancyhelp.org"
134.249.49.231 - - [06/Feb/2014:01:09:09 -0800] "GET / HTTP/1.1" 200 4249 "http://snomer1.ru/" "Mozilla/4.79 [en] (Windows NT 5.0; U)" "lifelinepregnancyhelp.org"
134.249.49.231 - - [06/Feb/2014:01:09:10 -0800] "GET / HTTP/1.1" 200 4249 "http://snomer1.ru/" "Mozilla/4.79 [en] (Windows NT 5.0; U)" "lifelinepregnancyhelp.org"
79.114.119.129 - - [06/Feb/2014:01:14:14 -0800] "GET / HTTP/1.1" 200 4249 "-" "-" "lifelineprc.com"
178.137.90.83 - - [06/Feb/2014:01:52:34 -0800] "GET / HTTP/1.1" 200 4249 "http://jjbabskoe.ru/" "Mozilla/4.79 [en] (Windows NT 5.0; U)" "lifelinepregnancyhelp.org"
178.137.90.83 - - [06/Feb/2014:01:52:34 -0800] "GET / HTTP/1.1" 200 4249 "http://obmenoff.net/" "Mozilla/4.79 [en] (Windows NT 5.0; U)" "lifelinepregnancyhelp.org"
178.137.90.83 - - [06/Feb/2014:01:52:35 -0800] "GET / HTTP/1.1" 200 4249 "http://jjbabskoe.ru/" "Mozilla/4.79 [en] (Windows NT 5.0; U)" "lifelinepregnancyhelp.org"
178.137.90.83 - - [06/Feb/2014:01:52:35 -0800] "GET / HTTP/1.1" 200 4249 "http://obmenoff.net/" "Mozilla/4.79 [en] (Windows NT 5.0; U)" "lifelinepregnancyhelp.org"
178.137.90.83 - - [06/Feb/2014:01:52:35 -0800] "GET / HTTP/1.1" 200 4249 "http://jjbabskoe.ru/" "Mozilla/4.79 [en] (Windows NT 5.0; U)" "lifelinepregnancyhelp.org"
178.137.90.83 - - [06/Feb/2014:01:52:36 -0800] "GET / HTTP/1.1" 200 4249 "http://obmenoff.net/" "Mozilla/4.79 [en] (Windows NT 5.0; U)" "lifelinepregnancyhelp.org"
157.56.92.172 - - [06/Feb/2014:02:27:55 -0800] "GET /symptoms.html HTTP/1.0" 404 73 "-" "Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)" "www.lifelineprc.com"
79.114.119.129 - - [06/Feb/2014:02:29:35 -0800] "GET / HTTP/1.1" 200 4249 "-" "-" "lifelinepregnancyhelp.org"
208.115.113.88 - - [06/Feb/2014:03:08:56 -0800] "GET /robots.txt HTTP/1.1" 404 89 "-" "Mozilla/5.0 (compatible; Ezooms/1.0; help@moz.com)" "www.lifelineprc.com"
66.249.73.237 - - [06/Feb/2014:03:33:37 -0800] "GET /robots.txt HTTP/1.1" 404 89 "-" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)" "www.lifelineprc.com"
66.249.73.237 - - [06/Feb/2014:03:33:38 -0800] "GET / HTTP/1.1" 200 4249 "-" "Mozilla/5.0 (iPhone; CPU iPhone OS 6_0 like Mac OS X) AppleWebKit/536.26 (KHTML, like Gecko) Version/6.0 Mobile/10A5376e Safari/8536.25 (compatible; Googlebot-Mobile/2.1; +http://www.google.com/bot.html)" "www.lifelineprc.com"
157.55.33.40 - - [06/Feb/2014:03:56:24 -0800] "GET /aboutus.html HTTP/1.1" 404 89 "-" "Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)" "www.lifelineprc.com"
208.115.113.88 - - [06/Feb/2014:04:23:17 -0800] "GET /services.php HTTP/1.1" 200 3925 "-" "Mozilla/5.0 (compatible; Ezooms/1.0; help@moz.com)" "www.lifelineprc.com"
46.161.41.24 - - [06/Feb/2014:04:58:34 -0800] "GET /services.php?service=community HTTP/1.1" 200 3934 "-" "Mozilla/4.0 (compatible; MSIE 6.0; MSIE 5.5; Windows 95) Opera 7.03 [de]" "www.lifelinepregnancyhelp.org"
157.55.35.87 - - [06/Feb/2014:06:27:25 -0800] "GET /robots.txt HTTP/1.1" 404 89 "-" "Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)" "lifelinepregnancyhelp.org"
180.76.5.201 - - [06/Feb/2014:07:01:45 -0800] "GET / HTTP/1.1" 200 4249 "-" "Mozilla/5.0 (compatible; Baiduspider/2.0; +http://www.baidu.com/search/spider.html)" "lifelineprc.com"
70.185.110.219 - - [06/Feb/2014:07:21:37 -0800] "GET / HTTP/1.1" 200 4249 "-" "Mozilla/5.0 (iPhone; CPU iPhone OS 7_0_4 like Mac OS X) AppleWebKit/537.51.1 (KHTML, like Gecko) Version/7.0 Mobile/11B554a Safari/9537.53" "www.lifelineprc.com"
68.180.224.172 - - [06/Feb/2014:07:32:28 -0800] "GET /robots.txt HTTP/1.1" 404 89 "-" "Mozilla/5.0 (compatible; Yahoo! Slurp; http://help.yahoo.com/help/us/ysearch/slurp)" "www.lifelinepregnancyhelp.org"
107.192.241.212 - - [06/Feb/2014:08:51:14 -0800] "GET /js/form-manager.jquery.js HTTP/1.1" 200 1375 "http://www.lifelineprc.com/" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/32.0.1700.107 Safari/537.36" "www.lifelineprc.com"
107.192.241.212 - - [06/Feb/2014:08:51:14 -0800] "GET /js/responsiveslides.min.js HTTP/1.1" 200 1967 "http://www.lifelineprc.com/" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/32.0.1700.107 Safari/537.36" "www.lifelineprc.com"
107.192.241.212 - - [06/Feb/2014:08:51:15 -0800] "GET /img/slider/logo.jpg HTTP/1.1" 200 490803 "http://www.lifelineprc.com/" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/32.0.1700.107 Safari/537.36" "www.lifelineprc.com"
107.192.241.212 - - [06/Feb/2014:08:51:17 -0800] "GET /img/slider/image6.jpg HTTP/1.1" 200 322835 "http://www.lifelineprc.com/" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/32.0.1700.107 Safari/537.36" "www.lifelineprc.com"
107.192.241.212 - - [06/Feb/2014:08:51:18 -0800] "GET /img/slider/image3.jpg HTTP/1.1" 200 577297 "http://www.lifelineprc.com/" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/32.0.1700.107 Safari/537.36" "www.lifelineprc.com"
107.192.241.212 - - [06/Feb/2014:08:51:19 -0800] "GET /img/slider/image2.jpg HTTP/1.1" 200 691385 "http://www.lifelineprc.com/" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/32.0.1700.107 Safari/537.36" "www.lifelineprc.com"
107.192.241.212 - - [06/Feb/2014:08:51:19 -0800] "GET /img/icons/programs.png HTTP/1.1" 200 87200 "http://www.lifelineprc.com/" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/32.0.1700.107 Safari/537.36" "www.lifelineprc.com"
107.192.241.212 - - [06/Feb/2014:08:51:27 -0800] "GET /favicon.ico HTTP/1.1" 404 89 "-" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/32.0.1700.107 Safari/537.36" "www.lifelineprc.com"
107.192.241.212 - - [06/Feb/2014:08:52:43 -0800] "GET /index.php HTTP/1.1" 200 4249 "http://www.lifelineprc.com/services.php" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/32.0.1700.107 Safari/537.36" "www.lifelineprc.com"
157.55.35.94 - - [06/Feb/2014:09:08:50 -0800] "GET /robots.txt HTTP/1.1" 404 89 "-" "Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)" "lifelinepregnancyhelp.org"
209.150.86.195 - - [06/Feb/2014:09:24:32 -0800] "GET / HTTP/1.1" 200 4249 "http://www.bing.com/search?q=lifeline+pregnancy+help+clinic&src=ie9tr" "Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0)" "lifelinepregnancyhelp.org"
209.150.86.195 - - [06/Feb/2014:09:24:32 -0800] "GET /css/general.css HTTP/1.1" 200 1239 "http://lifelinepregnancyhelp.org/" "Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0)" "lifelinepregnancyhelp.org"
209.150.86.195 - - [06/Feb/2014:09:24:33 -0800] "GET /js/form-manager.jquery.js HTTP/1.1" 200 1375 "http://lifelinepregnancyhelp.org/" "Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0)" "lifelinepregnancyhelp.org"
209.150.86.195 - - [06/Feb/2014:09:24:33 -0800] "GET /img/slider/image6.jpg HTTP/1.1" 200 322835 "http://lifelinepregnancyhelp.org/" "Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0)" "lifelinepregnancyhelp.org"
209.150.86.195 - - [06/Feb/2014:09:24:33 -0800] "GET /img/slider/image2.jpg HTTP/1.1" 200 691385 "http://lifelinepregnancyhelp.org/" "Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0)" "lifelinepregnancyhelp.org"
209.150.86.195 - - [06/Feb/2014:09:24:33 -0800] "GET /img/icons/services.png HTTP/1.1" 200 100556 "http://lifelinepregnancyhelp.org/" "Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0)" "lifelinepregnancyhelp.org"
209.150.86.195 - - [06/Feb/2014:09:24:35 -0800] "GET /img/icons/community.png HTTP/1.1" 200 100285 "http://lifelinepregnancyhelp.org/" "Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0)" "lifelinepregnancyhelp.org"
209.150.86.195 - - [06/Feb/2014:09:24:35 -0800] "GET /img/icons/peer.png HTTP/1.1" 200 81327 "http://lifelinepregnancyhelp.org/" "Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0)" "lifelinepregnancyhelp.org"
209.150.86.195 - - [06/Feb/2014:09:24:35 -0800] "GET /js/responsiveslides.min.js HTTP/1.1" 200 1967 "http://lifelinepregnancyhelp.org/" "Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0)" "lifelinepregnancyhelp.org"
199.30.20.93 - - [06/Feb/2014:09:30:35 -0800] "GET /assets/images/abortion.jpg HTTP/1.1" 404 89 "-" "msnbot-media/1.1 (+http://search.msn.com/msnbot.htm)" "lifelineprc.com"
69.92.102.17 - - [06/Feb/2014:09:49:56 -0800] "GET / HTTP/1.1" 200 4249 "http://www.google.com/url?sa=t&rct=j&q=&esrc=s&source=web&cd=1&ved=0CD0QFjAA&url=http%3A%2F%2Fwww.lifelineprc.com%2F&ei=PsvzUrCVNoKRygHBooGoBg&usg=AFQjCNHdArWFmMN13bj-eKNbct-R8tUDEg" "Mozilla/5.0 (Windows NT 6.1; Trident/7.0; rv:11.0) like Gecko" "www.lifelineprc.com"
69.92.102.17 - - [06/Feb/2014:09:49:56 -0800] "GET /js/responsiveslides.min.js HTTP/1.1" 200 1967 "http://www.lifelineprc.com/" "Mozilla/5.0 (Windows NT 6.1; Trident/7.0; rv:11.0) like Gecko" "www.lifelineprc.com"
69.92.102.17 - - [06/Feb/2014:09:49:56 -0800] "GET /js/jquery-1.10.1.min.js HTTP/1.1" 200 33357 "http://www.lifelineprc.com/" "Mozilla/5.0 (Windows NT 6.1; Trident/7.0; rv:11.0) like Gecko" "www.lifelineprc.com"
69.92.102.17 - - [06/Feb/2014:09:49:56 -0800] "GET /img/icons/services.png HTTP/1.1" 200 100556 "http://www.lifelineprc.com/" "Mozilla/5.0 (Windows NT 6.1; Trident/7.0; rv:11.0) like Gecko" "www.lifelineprc.com"
69.92.102.17 - - [06/Feb/2014:09:49:56 -0800] "GET /img/icons/programs.png HTTP/1.1" 200 87200 "http://www.lifelineprc.com/" "Mozilla/5.0 (Windows NT 6.1; Trident/7.0; rv:11.0) like Gecko" "www.lifelineprc.com"
69.92.102.17 - - [06/Feb/2014:09:49:56 -0800] "GET /img/icons/community.png HTTP/1.1" 200 100285 "http://www.lifelineprc.com/" "Mozilla/5.0 (Windows NT 6.1; Trident/7.0; rv:11.0) like Gecko" "www.lifelineprc.com"
69.92.102.17 - - [06/Feb/2014:09:50:06 -0800] "GET /contact.php HTTP/1.1" 200 7477 "http://www.lifelineprc.com/" "Mozilla/5.0 (Windows NT 6.1; Trident/7.0; rv:11.0) like Gecko" "www.lifelineprc.com"
208.115.113.88 - - [06/Feb/2014:11:07:12 -0800] "GET /robots.txt HTTP/1.1" 404 89 "-" "Mozilla/5.0 (compatible; Ezooms/1.0; help@moz.com)" "www.lifelineprc.com"
71.196.33.127 - - [06/Feb/2014:11:16:27 -0800] "GET /css/general.css HTTP/1.1" 200 1239 "http://lifelinepregnancyhelp.org/" "Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; MAAU; BOIE9;ENUS; rv:11.0) like Gecko" "lifelinepregnancyhelp.org"
71.196.33.127 - - [06/Feb/2014:11:16:27 -0800] "GET /js/responsiveslides.min.js HTTP/1.1" 200 1967 "http://lifelinepregnancyhelp.org/" "Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; MAAU; BOIE9;ENUS; rv:11.0) like Gecko" "lifelinepregnancyhelp.org"
71.196.33.127 - - [06/Feb/2014:11:16:27 -0800] "GET /img/icons/programs.png HTTP/1.1" 200 87200 "http://lifelinepregnancyhelp.org/" "Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; MAAU; BOIE9;ENUS; rv:11.0) like Gecko" "lifelinepregnancyhelp.org"
71.196.33.127 - - [06/Feb/2014:11:16:28 -0800] "GET /img/icons/services.png HTTP/1.1" 200 100556 "http://lifelinepregnancyhelp.org/" "Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; MAAU; BOIE9;ENUS; rv:11.0) like Gecko" "lifelinepregnancyhelp.org"
71.196.33.127 - - [06/Feb/2014:11:16:28 -0800] "GET /img/slider/image6.jpg HTTP/1.1" 200 322835 "http://lifelinepregnancyhelp.org/" "Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; MAAU; BOIE9;ENUS; rv:11.0) like Gecko" "lifelinepregnancyhelp.org"
71.196.33.127 - - [06/Feb/2014:11:16:30 -0800] "GET /favicon.ico HTTP/1.1" 404 89 "-" "Mozilla/5.0 (Windows NT 6.1; Win64; x64; Trident/7.0; MAAU; BOIE9;ENUS; rv:11.0) like Gecko" "lifelinepregnancyhelp.org"
71.196.33.127 - - [06/Feb/2014:11:16:31 -0800] "GET /about.php HTTP/1.1" 200 4968 "http://lifelinepregnancyhelp.org/" "Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; MAAU; BOIE9;ENUS; rv:11.0) like Gecko" "lifelinepregnancyhelp.org"
71.196.33.127 - - [06/Feb/2014:11:16:31 -0800] "GET /js/form-manager.jquery.js HTTP/1.1" 200 1375 "http://lifelinepregnancyhelp.org/about.php" "Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; MAAU; BOIE9;ENUS; rv:11.0) like Gecko" "lifelinepregnancyhelp.org"
71.196.33.127 - - [06/Feb/2014:11:16:31 -0800] "GET /js/jquery-1.10.1.min.js HTTP/1.1" 200 33357 "http://lifelinepregnancyhelp.org/about.php" "Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; MAAU; BOIE9;ENUS; rv:11.0) like Gecko" "lifelinepregnancyhelp.org"
71.196.33.127 - - [06/Feb/2014:11:16:32 -0800] "GET /favicon.ico HTTP/1.1" 404 89 "-" "Mozilla/5.0 (Windows NT 6.1; Win64; x64; Trident/7.0; MAAU; BOIE9;ENUS; rv:11.0) like Gecko" "lifelinepregnancyhelp.org"
71.196.33.127 - - [06/Feb/2014:11:17:32 -0800] "GET /js/responsiveslides.min.js HTTP/1.1" 200 1967 "-" "Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; MAAU; BOIE9;ENUS; rv:11.0) like Gecko" "lifelinepregnancyhelp.org"
71.196.33.127 - - [06/Feb/2014:11:17:32 -0800] "GET /css/bootstrap.css HTTP/1.1" 200 18835 "-" "Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; MAAU; BOIE9;ENUS; rv:11.0) like Gecko" "lifelinepregnancyhelp.org"
71.196.33.127 - - [06/Feb/2014:11:17:32 -0800] "GET /js/jquery-1.10.1.min.js HTTP/1.1" 200 33357 "-" "Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; MAAU; BOIE9;ENUS; rv:11.0) like Gecko" "lifelinepregnancyhelp.org"
71.196.33.127 - - [06/Feb/2014:11:17:32 -0800] "GET /js/form-manager.jquery.js HTTP/1.1" 200 1375 "-" "Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; MAAU; BOIE9;ENUS; rv:11.0) like Gecko" "lifelinepregnancyhelp.org"
71.196.33.127 - - [06/Feb/2014:11:17:34 -0800] "GET /js/form-manager.jquery.js HTTP/1.1" 200 1375 "-" "Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; MAAU; BOIE9;ENUS; rv:11.0) like Gecko" "lifelinepregnancyhelp.org"
71.196.33.127 - - [06/Feb/2014:11:17:34 -0800] "GET /css/bootstrap.css HTTP/1.1" 304 - "-" "Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; MAAU; BOIE9;ENUS; rv:11.0) like Gecko" "lifelinepregnancyhelp.org"
71.196.33.127 - - [06/Feb/2014:11:17:34 -0800] "GET /js/responsiveslides.min.js HTTP/1.1" 200 1967 "-" "Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; MAAU; BOIE9;ENUS; rv:11.0) like Gecko" "lifelinepregnancyhelp.org"
173.252.74.114 - - [06/Feb/2014:12:01:51 -0800] "GET /img/icons/peer.png HTTP/1.1" 206 9000 "http://www.lifelinepregnancyhelp.org/services.php?service=programs" "facebookexternalhit/1.1 (+http://www.facebook.com/externalhit_uatext.php)" "www.lifelinepregnancyhelp.org"
69.171.235.115 - - [06/Feb/2014:12:01:52 -0800] "GET /img/slider/image6.jpg HTTP/1.1" 206 322835 "-" "facebookexternalhit/1.1 (+http://www.facebook.com/externalhit_uatext.php)" "www.lifelinepregnancyhelp.org"
208.115.113.88 - - [06/Feb/2014:12:16:06 -0800] "GET /formen.html HTTP/1.1" 404 89 "-" "Mozilla/5.0 (compatible; Ezooms/1.0; help@moz.com)" "www.lifelineprc.com"
131.253.24.72 - - [06/Feb/2014:12:21:24 -0800] "GET /css/general.css HTTP/1.1" 200 1895 "http://lifelinepregnancyhelp.org/" "Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; Trident/5.0;  WOW64;  Trident/5.0)" "lifelinepregnancyhelp.org"
46.161.41.24 - - [06/Feb/2014:13:23:10 -0800] "GET /about.php HTTP/1.1" 200 4968 "-" "Mozilla/4.0 (compatible; MSIE 6.0; MSIE 5.5; Windows 95) Opera 7.03 [de]" "www.lifelinepregnancyhelp.org"
178.137.94.155 - - [06/Feb/2014:13:24:48 -0800] "GET / HTTP/1.1" 200 4249 "http://stroicol.net/" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; InfoPath.1)" "lifelinepregnancyhelp.org"
208.115.111.72 - - [06/Feb/2014:13:58:37 -0800] "GET /index.php HTTP/1.1" 200 4249 "-" "Mozilla/5.0 (compatible; Ezooms/1.0; help@moz.com)" "www.lifelineprc.com"
220.181.108.76 - - [06/Feb/2014:14:00:24 -0800] "GET /services.php?service=peer HTTP/1.1" 200 3929 "-" "Mozilla/5.0 (compatible; Baiduspider/2.0; +http://www.baidu.com/search/spider.html)" "lifelineprc.com"
107.192.240.136 - - [06/Feb/2014:14:08:34 -0800] "GET /css/general.css HTTP/1.1" 200 1239 "http://www.lifelineprc.com/" "Mozilla/5.0 (iPad; CPU OS 7_0_4 like Mac OS X) AppleWebKit/537.51.1 (KHTML, like Gecko) Version/7.0 Mobile/11B554a Safari/9537.53" "www.lifelineprc.com"
107.192.240.136 - - [06/Feb/2014:14:08:35 -0800] "GET /img/theme7bg2.png HTTP/1.1" 200 51231 "http://www.lifelineprc.com/" "Mozilla/5.0 (iPad; CPU OS 7_0_4 like Mac OS X) AppleWebKit/537.51.1 (KHTML, like Gecko) Version/7.0 Mobile/11B554a Safari/9537.53" "www.lifelineprc.com"
107.192.240.136 - - [06/Feb/2014:14:09:04 -0800] "GET /img/services/dadline.jpg HTTP/1.1" 200 731031 "http://www.lifelineprc.com/services.php" "Mozilla/5.0 (iPad; CPU OS 7_0_4 like Mac OS X) AppleWebKit/537.51.1 (KHTML, like Gecko) Version/7.0 Mobile/11B554a Safari/9537.53" "www.lifelineprc.com"
107.192.240.136 - - [06/Feb/2014:14:09:10 -0800] "GET /services/programs.php HTTP/1.1" 200 2962 "http://www.lifelineprc.com/services.php" "Mozilla/5.0 (iPad; CPU OS 7_0_4 like Mac OS X) AppleWebKit/537.51.1 (KHTML, like Gecko) Version/7.0 Mobile/11B554a Safari/9537.53" "www.lifelineprc.com"
157.55.32.56 - - [06/Feb/2014:15:27:02 -0800] "GET /robots.txt HTTP/1.1" 404 89 "-" "Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)" "lifelinepregnancyhelp.org"
