74.205.124.17 - - [02/Mar/2014:16:24:36 -0800] "GET /administrator/index.php HTTP/1.0" 404 73 "-" "-" "lifelinepregnancyhelp.org"
5.10.83.7 - - [02/Mar/2014:21:17:49 -0800] "GET /services.php?service=programs HTTP/1.1" 200 3933 "-" "Mozilla/5.0 (compatible; AhrefsBot/5.0; +http://ahrefs.com/robot/)" "www.lifelinepregnancyhelp.org"
162.243.58.107 - - [03/Mar/2014:01:28:39 -0800] "GET /robots.txt HTTP/1.1" 404 89 "-" "Mozilla/5.0 (compatible; spbot/4.0.7; +http://OpenLinkProfiler.org/bot )" "lifelinepregnancyhelp.org"
162.243.58.107 - - [03/Mar/2014:01:28:46 -0800] "GET / HTTP/1.1" 200 4249 "-" "Mozilla/5.0 (compatible; spbot/4.0.7; +http://OpenLinkProfiler.org/bot )" "www.lifelinepregnancyhelp.org"
162.243.58.107 - - [03/Mar/2014:01:28:49 -0800] "GET /about.php HTTP/1.1" 200 4968 "http://www.lifelinepregnancyhelp.org/" "Mozilla/5.0 (compatible; spbot/4.0.7; +http://OpenLinkProfiler.org/bot )" "www.lifelinepregnancyhelp.org"
162.243.58.107 - - [03/Mar/2014:01:28:52 -0800] "GET /index.php HTTP/1.1" 200 4249 "http://www.lifelinepregnancyhelp.org/" "Mozilla/5.0 (compatible; spbot/4.0.7; +http://OpenLinkProfiler.org/bot )" "www.lifelinepregnancyhelp.org"
162.243.58.107 - - [03/Mar/2014:01:28:55 -0800] "GET /stories.php HTTP/1.1" 200 5941 "http://www.lifelinepregnancyhelp.org/" "Mozilla/5.0 (compatible; spbot/4.0.7; +http://OpenLinkProfiler.org/bot )" "www.lifelinepregnancyhelp.org"
162.243.58.107 - - [03/Mar/2014:01:28:59 -0800] "GET /contact.php HTTP/1.0" 200 7477 "http://www.lifelinepregnancyhelp.org/" "Mozilla/5.0 (compatible; spbot/4.0.7; +http://OpenLinkProfiler.org/bot )" "www.lifelinepregnancyhelp.org"
162.243.58.107 - - [03/Mar/2014:01:29:05 -0800] "GET /services.php HTTP/1.1" 200 3925 "http://www.lifelinepregnancyhelp.org/" "Mozilla/5.0 (compatible; spbot/4.0.7; +http://OpenLinkProfiler.org/bot )" "www.lifelinepregnancyhelp.org"
162.243.58.107 - - [03/Mar/2014:01:29:09 -0800] "GET /services.php?service=peer HTTP/1.1" 200 3929 "http://www.lifelinepregnancyhelp.org/" "Mozilla/5.0 (compatible; spbot/4.0.7; +http://OpenLinkProfiler.org/bot )" "www.lifelinepregnancyhelp.org"
162.243.58.107 - - [03/Mar/2014:01:29:15 -0800] "GET /services.php?service=tests HTTP/1.1" 200 3930 "http://www.lifelinepregnancyhelp.org/" "Mozilla/5.0 (compatible; spbot/4.0.7; +http://OpenLinkProfiler.org/bot )" "www.lifelinepregnancyhelp.org"
94.153.65.49 - - [03/Mar/2014:02:08:38 -0800] "GET / HTTP/1.1" 200 4249 "http://erotikstories.ru/" "Opera/9.00 (Windows NT 5.1; U; ru)" "lifelinepregnancyhelp.org"
94.153.65.49 - - [03/Mar/2014:02:08:39 -0800] "GET / HTTP/1.1" 200 4249 "http://erotikstories.ru/" "Opera/9.00 (Windows NT 5.1; U; ru)" "lifelinepregnancyhelp.org"
180.76.5.69 - - [03/Mar/2014:02:23:41 -0800] "GET /contact.php HTTP/1.1" 200 7477 "-" "Mozilla/5.0 (compatible; Baiduspider/2.0; +http://www.baidu.com/search/spider.html)" "www.lifelineprc.com"
180.76.5.65 - - [03/Mar/2014:04:21:19 -0800] "GET / HTTP/1.1" 200 4249 "-" "Mozilla/5.0 (compatible; Baiduspider/2.0; +http://www.baidu.com/search/spider.html)" "www.lifelineprc.com"
66.249.73.239 - - [03/Mar/2014:05:05:29 -0800] "GET /robots.txt HTTP/1.1" 404 89 "-" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)" "www.lifelineprc.com"
65.55.52.113 - - [03/Mar/2014:05:05:38 -0800] "GET /robots.txt HTTP/1.1" 404 89 "-" "Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)" "lifelinepregnancyhelp.org"
46.118.115.66 - - [03/Mar/2014:05:05:40 -0800] "GET / HTTP/1.1" 200 4249 "http://photochki.com/" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1) Opera 7.54 [en]" "lifelinepregnancyhelp.org"
46.118.115.66 - - [03/Mar/2014:05:05:41 -0800] "GET / HTTP/1.1" 200 4249 "http://photochki.com/" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1) Opera 7.54 [en]" "lifelinepregnancyhelp.org"
46.118.115.66 - - [03/Mar/2014:05:05:42 -0800] "GET / HTTP/1.1" 200 4249 "http://photochki.com/" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1) Opera 7.54 [en]" "lifelinepregnancyhelp.org"
208.115.113.88 - - [03/Mar/2014:07:04:11 -0800] "GET /robots.txt HTTP/1.1" 404 89 "-" "Mozilla/5.0 (compatible; Ezooms/1.0; help@moz.com)" "www.lifelineprc.com"
82.193.99.33 - - [03/Mar/2014:07:40:19 -0800] "GET / HTTP/1.1" 200 4249 "http://obmenoff.net/" "Opera/9.00 (Windows NT 5.1; U; en)" "lifelinepregnancyhelp.org"
82.193.99.33 - - [03/Mar/2014:07:40:19 -0800] "GET / HTTP/1.1" 200 4249 "http://obmenoff.net/" "Opera/9.00 (Windows NT 5.1; U; en)" "lifelinepregnancyhelp.org"
82.193.99.33 - - [03/Mar/2014:07:40:21 -0800] "GET / HTTP/1.1" 200 4249 "http://obmenoff.net/" "Opera/9.00 (Windows NT 5.1; U; en)" "lifelinepregnancyhelp.org"
208.115.113.88 - - [03/Mar/2014:08:07:00 -0800] "GET /LinnCountyPRC.html HTTP/1.1" 404 89 "-" "Mozilla/5.0 (compatible; Ezooms/1.0; help@moz.com)" "www.lifelineprc.com"
178.137.82.209 - - [03/Mar/2014:08:57:53 -0800] "GET / HTTP/1.1" 200 4249 "http://coffee-green.biz/" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; .NET CLR 1.1.4322) NS8/0.9.6" "lifelinepregnancyhelp.org"
178.137.82.209 - - [03/Mar/2014:08:57:55 -0800] "GET / HTTP/1.1" 200 4249 "http://coffee-green.biz/" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; .NET CLR 1.1.4322) NS8/0.9.6" "lifelinepregnancyhelp.org"
178.137.82.209 - - [03/Mar/2014:08:57:59 -0800] "GET / HTTP/1.1" 200 4249 "http://coffee-green.biz/" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; .NET CLR 1.1.4322) NS8/0.9.6" "lifelinepregnancyhelp.org"
108.247.41.166 - - [03/Mar/2014:09:07:15 -0800] "GET / HTTP/1.1" 200 4249 "https://www.google.com/" "Mozilla/5.0 (iPad; CPU OS 7_0_4 like Mac OS X) AppleWebKit/537.51.1 (KHTML, like Gecko) Version/7.0 Mobile/11B554a Safari/9537.53" "www.lifelineprc.com"
108.247.41.166 - - [03/Mar/2014:09:07:17 -0800] "GET /img/slider/logo.jpg HTTP/1.1" 200 490803 "http://www.lifelineprc.com/" "Mozilla/5.0 (iPad; CPU OS 7_0_4 like Mac OS X) AppleWebKit/537.51.1 (KHTML, like Gecko) Version/7.0 Mobile/11B554a Safari/9537.53" "www.lifelineprc.com"
184.155.86.32 - - [03/Mar/2014:09:13:16 -0800] "GET /img/slider/logo.jpg HTTP/1.1" 200 490803 "-" "Mozilla/5.0 (Linux; U; Android 4.3; en-us; SCH-R970 Build/JSS15J) AppleWebKit/534.30 (KHTML, like Gecko) Version/4.0 Mobile Safari/534.30 GSA/3.2.17.1009776.arm" "www.lifelineprc.com"
166.182.83.251 - - [03/Mar/2014:11:01:34 -0800] "GET /apple-touch-icon.png HTTP/1.1" 404 89 "-" "Dolphin http client/10.2.6(272) (Android)" "www.lifelineprc.com"
109.120.157.179 - - [03/Mar/2014:11:32:49 -0800] "GET / HTTP/1.1" 200 4249 "http://romhacking.net.ru" "Mozilla/5.0 (compatible; Add Catalog/2.1;)" "lifelinepregnancyhelp.org"
71.189.164.218 - - [03/Mar/2014:12:55:36 -0800] "GET /robots.txt HTTP/1.0" 404 73 "-" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:16.0) Gecko/20100101 Firefox/16.0/Nutch-1.7" "www.lifelineprc.com"
71.189.164.218 - - [03/Mar/2014:12:55:37 -0800] "GET / HTTP/1.0" 200 4249 "-" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:16.0) Gecko/20100101 Firefox/16.0/Nutch-1.7" "www.lifelineprc.com"
166.182.83.251 - - [03/Mar/2014:13:45:24 -0800] "GET /apple-touch-icon.png HTTP/1.1" 404 89 "-" "Dolphin http client/10.2.6(272) (Android)" "www.lifelineprc.com"
67.221.204.198 - - [03/Mar/2014:14:25:57 -0800] "GET /img/staff/group.jpg HTTP/1.1" 200 172517 "http://lifelineprc.com/about.php" "Mozilla/5.0 (Windows NT 6.3; WOW64; rv:27.0) Gecko/20100101 Firefox/27.0" "lifelineprc.com"
184.155.85.44 - - [03/Mar/2014:14:55:01 -0800] "GET /css/bootstrap.css HTTP/1.1" 200 18835 "http://lifelinepregnancyhelp.org/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.117 Safari/537.36" "lifelinepregnancyhelp.org"
173.252.120.117 - - [03/Mar/2014:14:55:01 -0800] "GET /img/icons/services.png HTTP/1.1" 206 9000 "http://lifelinepregnancyhelp.org/" "facebookexternalhit/1.1 (+http://www.facebook.com/externalhit_uatext.php)" "lifelinepregnancyhelp.org"
173.252.120.115 - - [03/Mar/2014:14:55:01 -0800] "GET /img/icons/programs.png HTTP/1.1" 206 9000 "http://lifelinepregnancyhelp.org/" "facebookexternalhit/1.1 (+http://www.facebook.com/externalhit_uatext.php)" "lifelinepregnancyhelp.org"
184.155.85.44 - - [03/Mar/2014:14:55:01 -0800] "GET /img/icons/services.png HTTP/1.1" 200 100556 "http://lifelinepregnancyhelp.org/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.117 Safari/537.36" "lifelinepregnancyhelp.org"
184.155.85.44 - - [03/Mar/2014:14:55:01 -0800] "GET /img/slider/image3.jpg HTTP/1.1" 200 577297 "http://lifelinepregnancyhelp.org/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.117 Safari/537.36" "lifelinepregnancyhelp.org"
173.252.103.6 - - [03/Mar/2014:14:55:01 -0800] "GET /img/slider/image3.jpg HTTP/1.1" 206 577297 "-" "facebookexternalhit/1.1 (+http://www.facebook.com/externalhit_uatext.php)" "lifelinepregnancyhelp.org"
173.252.103.5 - - [03/Mar/2014:14:55:01 -0800] "GET /img/icons/community.png HTTP/1.1" 206 100285 "-" "facebookexternalhit/1.1 (+http://www.facebook.com/externalhit_uatext.php)" "lifelinepregnancyhelp.org"
184.155.85.44 - - [03/Mar/2014:14:55:03 -0800] "GET /favicon.ico HTTP/1.1" 404 89 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.117 Safari/537.36" "lifelinepregnancyhelp.org"
