54.245.233.241 - - [16/Mar/2014:20:26:53 -0700] "GET /wordpress/wp-admin/ HTTP/1.1" 404 89 "-" "-" "lifelineprc.com"
157.55.33.18 - - [17/Mar/2014:03:21:33 -0700] "GET /robots.txt HTTP/1.1" 404 89 "-" "Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)" "lifelinepregnancyhelp.org"
37.115.113.132 - - [17/Mar/2014:03:28:45 -0700] "GET / HTTP/1.1" 200 4249 "http://santechnik.jimdo.com/" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; FunWebProducts; .NET CLR 1.1.4322; PeoplePal 6.2)" "lifelinepregnancyhelp.org"
192.99.12.128 - - [17/Mar/2014:04:22:40 -0700] "GET / HTTP/1.1" 200 4249 "http://www.lifelinepregnancyhelp.org/" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; MRA 5.8 (build 4157); .NET CLR 2.0.50727; AskTbPTV/5.11.3.15590)" "www.lifelinepregnancyhelp.org"
192.99.12.128 - - [17/Mar/2014:04:22:41 -0700] "GET /services.php?service=tests HTTP/1.1" 200 3930 "http://www.lifelinepregnancyhelp.org/" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; MRA 5.8 (build 4157); .NET CLR 2.0.50727; AskTbPTV/5.11.3.15590)" "www.lifelinepregnancyhelp.org"
199.30.20.227 - - [17/Mar/2014:04:35:47 -0700] "GET /assets/images/redgirl.jpg HTTP/1.1" 404 89 "http://grayspilates.co.uk/view/4929b772dcad3cc9b1b9122476f87c86" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/534+ (KHTML, like Gecko) BingPreview/1.0b" "www.lifelineprc.com"
5.10.83.99 - - [17/Mar/2014:04:41:58 -0700] "GET /about.php HTTP/1.1" 200 4968 "-" "Mozilla/5.0 (compatible; AhrefsBot/5.0; +http://ahrefs.com/robot/)" "www.lifelineprc.com"
220.181.165.69 - - [17/Mar/2014:05:29:56 -0700] "HEAD / HTTP/1.1" 200 0 "-" "curl/7.12.1 (x86_64-redhat-linux-gnu) libcurl/7.12.1 OpenSSL/0.9.7a zlib/1.2.1.2 libidn/0.5.6" "lifelineprc.com"
54.198.10.175 - - [17/Mar/2014:05:30:47 -0700] "GET / HTTP/1.1" 200 4249 "-" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/535.11 (KHTML, like Gecko) Chrome/17.0.963.56 Safari/535.11" "www.lifelineprc.com"
213.110.133.221 - - [17/Mar/2014:06:10:52 -0700] "GET / HTTP/1.1" 200 4249 "http://indeshenko.ya.ru/replies.xml?item_no=16" "Mozilla/4.0 (compatible; Blog Search;)" "lifelineprc.com"
65.55.215.43 - - [17/Mar/2014:06:29:40 -0700] "GET /img/slider/image1.jpg HTTP/1.1" 200 994823 "-" "msnbot-media/1.1 (+http://search.msn.com/msnbot.htm)" "www.lifelinepregnancyhelp.org"
174.253.129.18 - - [17/Mar/2014:08:18:53 -0700] "GET /img/icons/community.png HTTP/1.1" 200 100285 "http://lifelinepregnancyhelp.org/" "Mozilla/5.0 (iPhone; CPU iPhone OS 6_1_3 like Mac OS X) AppleWebKit/536.26 (KHTML, like Gecko) Version/6.0 Mobile/10B329 Safari/8536.25" "lifelinepregnancyhelp.org"
67.221.222.86 - - [17/Mar/2014:09:31:14 -0700] "GET / HTTP/1.1" 200 4249 "https://www.google.com/" "Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.146 Safari/537.36" "www.lifelinepregnancyhelp.org"
150.243.214.58 - - [17/Mar/2014:09:31:15 -0700] "GET /css/general.css HTTP/1.1" 200 1239 "http://www.lifelinepregnancyhelp.org/" "Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.146 Safari/537.36" "www.lifelinepregnancyhelp.org"
67.221.222.86 - - [17/Mar/2014:09:31:15 -0700] "GET /js/form-manager.jquery.js HTTP/1.1" 200 1375 "http://www.lifelinepregnancyhelp.org/" "Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.146 Safari/537.36" "www.lifelinepregnancyhelp.org"
67.221.222.86 - - [17/Mar/2014:09:31:15 -0700] "GET /js/responsiveslides.min.js HTTP/1.1" 200 1967 "http://www.lifelinepregnancyhelp.org/" "Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.146 Safari/537.36" "www.lifelinepregnancyhelp.org"
67.221.222.86 - - [17/Mar/2014:09:31:15 -0700] "GET /css/bootstrap.css HTTP/1.1" 200 18835 "http://www.lifelinepregnancyhelp.org/" "Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.146 Safari/537.36" "www.lifelinepregnancyhelp.org"
67.221.222.86 - - [17/Mar/2014:09:31:15 -0700] "GET /js/jquery-1.10.1.min.js HTTP/1.1" 200 33357 "http://www.lifelinepregnancyhelp.org/" "Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.146 Safari/537.36" "www.lifelinepregnancyhelp.org"
67.221.222.86 - - [17/Mar/2014:09:31:15 -0700] "GET /img/slider/logo.jpg HTTP/1.1" 200 490803 "http://www.lifelinepregnancyhelp.org/" "Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.146 Safari/537.36" "www.lifelinepregnancyhelp.org"
67.221.222.86 - - [17/Mar/2014:09:31:15 -0700] "GET /img/slider/image3.jpg HTTP/1.1" 200 577297 "http://www.lifelinepregnancyhelp.org/" "Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.146 Safari/537.36" "www.lifelinepregnancyhelp.org"
67.221.222.86 - - [17/Mar/2014:09:31:15 -0700] "GET /img/slider/image2.jpg HTTP/1.1" 200 691385 "http://www.lifelinepregnancyhelp.org/" "Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.146 Safari/537.36" "www.lifelinepregnancyhelp.org"
67.221.222.86 - - [17/Mar/2014:09:31:15 -0700] "GET /img/slider/image1.jpg HTTP/1.1" 200 994823 "http://www.lifelinepregnancyhelp.org/" "Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.146 Safari/537.36" "www.lifelinepregnancyhelp.org"
150.243.214.58 - - [17/Mar/2014:09:31:16 -0700] "GET /img/theme7bg2.png HTTP/1.1" 200 51231 "http://www.lifelinepregnancyhelp.org/" "Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.146 Safari/537.36" "www.lifelinepregnancyhelp.org"
67.221.222.86 - - [17/Mar/2014:09:31:16 -0700] "GET /img/icons/programs.png HTTP/1.1" 200 87200 "http://www.lifelinepregnancyhelp.org/" "Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.146 Safari/537.36" "www.lifelinepregnancyhelp.org"
67.221.222.86 - - [17/Mar/2014:09:31:16 -0700] "GET /img/icons/community.png HTTP/1.1" 200 100285 "http://www.lifelinepregnancyhelp.org/" "Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.146 Safari/537.36" "www.lifelinepregnancyhelp.org"
150.243.214.58 - - [17/Mar/2014:09:31:16 -0700] "GET /img/icons/peer.png HTTP/1.1" 200 81327 "http://www.lifelinepregnancyhelp.org/" "Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.146 Safari/537.36" "www.lifelinepregnancyhelp.org"
67.221.222.86 - - [17/Mar/2014:09:31:17 -0700] "GET /favicon.ico HTTP/1.1" 404 89 "-" "Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.146 Safari/537.36" "www.lifelinepregnancyhelp.org"
150.243.214.58 - - [17/Mar/2014:09:31:32 -0700] "GET /services.php?service=programs HTTP/1.1" 200 3933 "http://www.lifelinepregnancyhelp.org/" "Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.146 Safari/537.36" "www.lifelinepregnancyhelp.org"
150.243.214.58 - - [17/Mar/2014:09:31:33 -0700] "GET /services/programs.php HTTP/1.1" 200 2962 "http://www.lifelinepregnancyhelp.org/services.php?service=programs" "Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.146 Safari/537.36" "www.lifelinepregnancyhelp.org"
150.243.214.58 - - [17/Mar/2014:09:31:34 -0700] "GET /img/services/dadline.jpg HTTP/1.1" 200 731031 "http://www.lifelinepregnancyhelp.org/services.php?service=programs" "Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.146 Safari/537.36" "www.lifelinepregnancyhelp.org"
150.243.214.58 - - [17/Mar/2014:09:31:59 -0700] "GET /services.php HTTP/1.1" 200 3925 "http://www.lifelinepregnancyhelp.org/services.php?service=programs" "Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.146 Safari/537.36" "www.lifelinepregnancyhelp.org"
108.59.8.80 - - [17/Mar/2014:11:13:11 -0700] "GET / HTTP/1.0" 200 4249 "-" "Mozilla/5.0 (compatible; MJ12bot/v1.4.4; http://www.majestic12.co.uk/bot.php?+)" "lifelineprc.com"
94.153.64.83 - - [17/Mar/2014:11:15:33 -0700] "GET / HTTP/1.1" 200 4249 "http://topshef.ru/" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; .NET CLR 1.1.4322)" "lifelinepregnancyhelp.org"
216.145.148.50 - - [17/Mar/2014:11:26:35 -0700] "GET / HTTP/1.1" 200 4249 "http://www.swagbucks.com/?sourceid=Mozilla-search&q=lifeline+crisis+pregnancy+center+kirksville+mo" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.5; rv:12.0) Gecko/20100101 Firefox/12.0" "lifelineprc.com"
216.145.148.50 - - [17/Mar/2014:11:26:35 -0700] "GET /css/general.css HTTP/1.1" 200 1239 "http://lifelineprc.com/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.5; rv:12.0) Gecko/20100101 Firefox/12.0" "lifelineprc.com"
216.145.148.50 - - [17/Mar/2014:11:26:35 -0700] "GET /css/bootstrap.css HTTP/1.1" 200 18835 "http://lifelineprc.com/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.5; rv:12.0) Gecko/20100101 Firefox/12.0" "lifelineprc.com"
216.145.148.50 - - [17/Mar/2014:11:26:35 -0700] "GET /js/jquery-1.10.1.min.js HTTP/1.1" 200 33357 "http://lifelineprc.com/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.5; rv:12.0) Gecko/20100101 Firefox/12.0" "lifelineprc.com"
216.145.148.50 - - [17/Mar/2014:11:26:35 -0700] "GET /js/form-manager.jquery.js HTTP/1.1" 200 1375 "http://lifelineprc.com/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.5; rv:12.0) Gecko/20100101 Firefox/12.0" "lifelineprc.com"
216.145.148.50 - - [17/Mar/2014:11:26:35 -0700] "GET /js/responsiveslides.min.js HTTP/1.1" 200 3397 "http://lifelineprc.com/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.5; rv:12.0) Gecko/20100101 Firefox/12.0" "lifelineprc.com"
216.145.148.50 - - [17/Mar/2014:11:26:36 -0700] "GET /img/slider/logo.jpg HTTP/1.1" 200 490803 "http://lifelineprc.com/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.5; rv:12.0) Gecko/20100101 Firefox/12.0" "lifelineprc.com"
216.145.148.50 - - [17/Mar/2014:11:26:36 -0700] "GET /img/slider/image6.jpg HTTP/1.1" 200 322835 "http://lifelineprc.com/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.5; rv:12.0) Gecko/20100101 Firefox/12.0" "lifelineprc.com"
216.145.148.50 - - [17/Mar/2014:11:26:36 -0700] "GET /img/slider/image3.jpg HTTP/1.1" 200 577297 "http://lifelineprc.com/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.5; rv:12.0) Gecko/20100101 Firefox/12.0" "lifelineprc.com"
216.145.148.50 - - [17/Mar/2014:11:26:36 -0700] "GET /img/slider/image1.jpg HTTP/1.1" 200 994823 "http://lifelineprc.com/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.5; rv:12.0) Gecko/20100101 Firefox/12.0" "lifelineprc.com"
216.145.148.50 - - [17/Mar/2014:11:26:36 -0700] "GET /img/slider/image2.jpg HTTP/1.1" 200 691385 "http://lifelineprc.com/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.5; rv:12.0) Gecko/20100101 Firefox/12.0" "lifelineprc.com"
216.145.148.50 - - [17/Mar/2014:11:26:39 -0700] "GET /img/icons/services.png HTTP/1.1" 200 100556 "http://lifelineprc.com/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.5; rv:12.0) Gecko/20100101 Firefox/12.0" "lifelineprc.com"
216.145.148.50 - - [17/Mar/2014:11:26:44 -0700] "GET /img/icons/programs.png HTTP/1.1" 200 87200 "http://lifelineprc.com/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.5; rv:12.0) Gecko/20100101 Firefox/12.0" "lifelineprc.com"
216.145.148.50 - - [17/Mar/2014:11:26:46 -0700] "GET /img/icons/community.png HTTP/1.1" 200 100285 "http://lifelineprc.com/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.5; rv:12.0) Gecko/20100101 Firefox/12.0" "lifelineprc.com"
216.145.148.50 - - [17/Mar/2014:11:26:46 -0700] "GET /img/icons/peer.png HTTP/1.1" 200 81327 "http://lifelineprc.com/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.5; rv:12.0) Gecko/20100101 Firefox/12.0" "lifelineprc.com"
216.145.148.50 - - [17/Mar/2014:11:26:49 -0700] "GET /img/theme7bg2.png HTTP/1.1" 200 51231 "http://lifelineprc.com/css/general.css" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.5; rv:12.0) Gecko/20100101 Firefox/12.0" "lifelineprc.com"
46.118.124.80 - - [17/Mar/2014:11:45:51 -0700] "GET / HTTP/1.1" 200 4249 "http://www.protank.su/" "Opera/9.0 (Windows NT 5.1; U; en)" "lifelinepregnancyhelp.org"
46.118.124.80 - - [17/Mar/2014:11:45:51 -0700] "GET / HTTP/1.1" 200 4249 "http://www.protank.su/" "Opera/9.0 (Windows NT 5.1; U; en)" "lifelinepregnancyhelp.org"
184.155.87.77 - - [17/Mar/2014:12:05:18 -0700] "GET / HTTP/1.1" 200 4249 "-" "Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.4506.2152; MS STORE DMC2.8.4431.2)" "www.lifelineprc.com"
184.155.87.77 - - [17/Mar/2014:12:05:20 -0700] "GET /img/theme7bg2.png HTTP/1.1" 200 51231 "http://www.lifelineprc.com/" "Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.4506.2152; MS STORE DMC2.8.4431.2)" "www.lifelineprc.com"
184.155.87.77 - - [17/Mar/2014:12:05:21 -0700] "GET /img/icons/peer.png HTTP/1.1" 200 81327 "http://www.lifelineprc.com/" "Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.4506.2152; MS STORE DMC2.8.4431.2)" "www.lifelineprc.com"
184.155.87.77 - - [17/Mar/2014:12:05:29 -0700] "GET /services.php?service=tests HTTP/1.1" 200 3930 "http://www.lifelineprc.com/" "Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.4506.2152; MS STORE DMC2.8.4431.2)" "www.lifelineprc.com"
184.155.87.77 - - [17/Mar/2014:12:06:59 -0700] "GET /services.php HTTP/1.1" 200 3925 "http://www.lifelineprc.com/stories.php" "Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.4506.2152; MS STORE DMC2.8.4431.2)" "www.lifelineprc.com"
5.10.83.14 - - [17/Mar/2014:12:47:12 -0700] "GET / HTTP/1.1" 200 4249 "-" "Mozilla/5.0 (compatible; AhrefsBot/5.0; +http://ahrefs.com/robot/)" "lifelinepregnancyhelp.org"
134.249.48.152 - - [17/Mar/2014:13:10:44 -0700] "GET / HTTP/1.1" 200 4249 "http://forum-engineering.ru/" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; ru) Opera 8.50" "lifelinepregnancyhelp.org"
134.249.48.152 - - [17/Mar/2014:13:10:45 -0700] "GET / HTTP/1.1" 200 4249 "http://forum-engineering.ru/" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; ru) Opera 8.50" "lifelinepregnancyhelp.org"
208.115.113.92 - - [17/Mar/2014:13:15:05 -0700] "GET /robots.txt HTTP/1.1" 404 89 "-" "Mozilla/5.0 (compatible; Ezooms/1.0; help@moz.com)" "lifelinepregnancyhelp.org"
208.115.113.92 - - [17/Mar/2014:13:27:34 -0700] "GET / HTTP/1.1" 200 4249 "-" "Mozilla/5.0 (compatible; Ezooms/1.0; help@moz.com)" "lifelinepregnancyhelp.org"
178.137.167.135 - - [17/Mar/2014:13:28:38 -0700] "GET / HTTP/1.1" 200 4249 "http://4fup.com/" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; ru) Opera 8.01" "lifelinepregnancyhelp.org"
178.137.167.135 - - [17/Mar/2014:13:28:39 -0700] "GET / HTTP/1.1" 200 4249 "http://4fup.com/" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; ru) Opera 8.01" "lifelinepregnancyhelp.org"
178.137.167.135 - - [17/Mar/2014:13:28:39 -0700] "GET / HTTP/1.1" 200 4249 "http://4fup.com/" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; ru) Opera 8.01" "lifelinepregnancyhelp.org"
157.55.35.117 - - [17/Mar/2014:13:43:18 -0700] "GET /robots.txt HTTP/1.1" 404 89 "-" "Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)" "www.lifelinepregnancyhelp.org"
68.180.224.234 - - [17/Mar/2014:14:23:40 -0700] "GET /robots.txt HTTP/1.1" 404 89 "-" "Mozilla/5.0 (compatible; Yahoo! Slurp; http://help.yahoo.com/help/us/ysearch/slurp)" "www.lifelineprc.com"
5.10.83.14 - - [17/Mar/2014:14:44:41 -0700] "GET /about.php HTTP/1.1" 200 4968 "-" "Mozilla/5.0 (compatible; AhrefsBot/5.0; +http://ahrefs.com/robot/)" "lifelinepregnancyhelp.org"
157.55.32.226 - - [17/Mar/2014:15:00:13 -0700] "GET /robots.txt HTTP/1.1" 404 89 "-" "Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)" "lifelinepregnancyhelp.org"
66.87.75.42 - - [17/Mar/2014:16:52:11 -0700] "GET / HTTP/1.1" 200 4249 "https://www.google.com/" "Mozilla/5.0 (Linux; Android 4.1.2; N9810 Build/JZO54K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/32.0.1700.99 Mobile Safari/537.36" "www.lifelinepregnancyhelp.org"
66.87.75.42 - - [17/Mar/2014:16:52:11 -0700] "GET /js/form-manager.jquery.js HTTP/1.1" 200 1375 "http://www.lifelinepregnancyhelp.org/" "Mozilla/5.0 (Linux; Android 4.1.2; N9810 Build/JZO54K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/32.0.1700.99 Mobile Safari/537.36" "www.lifelinepregnancyhelp.org"
66.87.75.42 - - [17/Mar/2014:16:52:11 -0700] "GET /js/jquery-1.10.1.min.js HTTP/1.1" 200 33357 "http://www.lifelinepregnancyhelp.org/" "Mozilla/5.0 (Linux; Android 4.1.2; N9810 Build/JZO54K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/32.0.1700.99 Mobile Safari/537.36" "www.lifelinepregnancyhelp.org"
66.87.75.42 - - [17/Mar/2014:16:52:11 -0700] "GET /js/responsiveslides.min.js HTTP/1.1" 200 1967 "http://www.lifelinepregnancyhelp.org/" "Mozilla/5.0 (Linux; Android 4.1.2; N9810 Build/JZO54K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/32.0.1700.99 Mobile Safari/537.36" "www.lifelinepregnancyhelp.org"
66.87.75.42 - - [17/Mar/2014:16:52:11 -0700] "GET /css/bootstrap.css HTTP/1.1" 200 18835 "http://www.lifelinepregnancyhelp.org/" "Mozilla/5.0 (Linux; Android 4.1.2; N9810 Build/JZO54K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/32.0.1700.99 Mobile Safari/537.36" "www.lifelinepregnancyhelp.org"
66.87.75.42 - - [17/Mar/2014:16:52:11 -0700] "GET /img/slider/logo.jpg HTTP/1.1" 200 490803 "https://www.google.com/" "Mozilla/5.0 (Linux; Android 4.1.2; N9810 Build/JZO54K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/32.0.1700.99 Mobile Safari/537.36" "www.lifelinepregnancyhelp.org"
66.87.75.42 - - [17/Mar/2014:16:52:11 -0700] "GET /img/slider/image6.jpg HTTP/1.1" 200 322835 "https://www.google.com/" "Mozilla/5.0 (Linux; Android 4.1.2; N9810 Build/JZO54K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/32.0.1700.99 Mobile Safari/537.36" "www.lifelinepregnancyhelp.org"
66.87.75.42 - - [17/Mar/2014:16:52:11 -0700] "GET /img/icons/services.png HTTP/1.1" 200 100556 "https://www.google.com/" "Mozilla/5.0 (Linux; Android 4.1.2; N9810 Build/JZO54K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/32.0.1700.99 Mobile Safari/537.36" "www.lifelinepregnancyhelp.org"
66.87.75.42 - - [17/Mar/2014:16:52:11 -0700] "GET /img/slider/image2.jpg HTTP/1.1" 200 691385 "https://www.google.com/" "Mozilla/5.0 (Linux; Android 4.1.2; N9810 Build/JZO54K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/32.0.1700.99 Mobile Safari/537.36" "www.lifelinepregnancyhelp.org"
