50.67.234.213 - - [25/Feb/2014:16:01:44 -0800] "GET / HTTP/1.1" 200 4249 "-" "Mozilla/5.0 (Windows NT 5.1; rv:8.0) Gecko/20100101 Firefox/8.0" "lifelineprc.com"
178.137.82.209 - - [26/Feb/2014:06:46:16 -0800] "GET / HTTP/1.1" 200 4249 "http://www.sax-sex.com.ua/" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; FunWebProducts)" "lifelinepregnancyhelp.org"
178.137.82.209 - - [26/Feb/2014:06:46:17 -0800] "GET / HTTP/1.1" 200 4249 "http://www.sax-sex.com.ua/" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; FunWebProducts)" "lifelinepregnancyhelp.org"
178.137.82.209 - - [26/Feb/2014:06:46:18 -0800] "GET / HTTP/1.1" 200 4249 "http://www.sax-sex.com.ua/" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; FunWebProducts)" "lifelinepregnancyhelp.org"
208.115.113.88 - - [26/Feb/2014:07:03:33 -0800] "GET /robots.txt HTTP/1.1" 404 89 "-" "Mozilla/5.0 (compatible; Ezooms/1.0; help@moz.com)" "www.lifelineprc.com"
208.115.113.88 - - [26/Feb/2014:07:03:33 -0800] "GET /robots.txt HTTP/1.1" 404 89 "-" "Mozilla/5.0 (compatible; Ezooms/1.0; help@moz.com)" "lifelineprc.com"
165.134.208.22 - - [26/Feb/2014:07:40:15 -0800] "GET / HTTP/1.1" 200 4249 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_3) AppleWebKit/536.28.10 (KHTML, like Gecko) Version/6.0.3 Safari/536.28.10" "www.lifelineprc.com"
165.134.208.22 - - [26/Feb/2014:07:40:15 -0800] "GET /js/responsiveslides.min.js HTTP/1.1" 200 1967 "http://www.lifelineprc.com/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_3) AppleWebKit/536.28.10 (KHTML, like Gecko) Version/6.0.3 Safari/536.28.10" "www.lifelineprc.com"
165.134.208.22 - - [26/Feb/2014:07:40:15 -0800] "GET /css/bootstrap.css HTTP/1.1" 200 18835 "http://www.lifelineprc.com/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_3) AppleWebKit/536.28.10 (KHTML, like Gecko) Version/6.0.3 Safari/536.28.10" "www.lifelineprc.com"
165.134.208.22 - - [26/Feb/2014:07:40:16 -0800] "GET /img/theme7bg2.png HTTP/1.1" 200 51231 "http://www.lifelineprc.com/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_3) AppleWebKit/536.28.10 (KHTML, like Gecko) Version/6.0.3 Safari/536.28.10" "www.lifelineprc.com"
165.134.208.22 - - [26/Feb/2014:07:40:16 -0800] "GET /img/slider/image6.jpg HTTP/1.1" 200 322835 "http://www.lifelineprc.com/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_3) AppleWebKit/536.28.10 (KHTML, like Gecko) Version/6.0.3 Safari/536.28.10" "www.lifelineprc.com"
165.134.208.22 - - [26/Feb/2014:07:40:16 -0800] "GET /img/slider/image3.jpg HTTP/1.1" 200 577297 "http://www.lifelineprc.com/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_3) AppleWebKit/536.28.10 (KHTML, like Gecko) Version/6.0.3 Safari/536.28.10" "www.lifelineprc.com"
165.134.208.22 - - [26/Feb/2014:07:40:16 -0800] "GET /img/slider/logo.jpg HTTP/1.1" 200 490803 "http://www.lifelineprc.com/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_3) AppleWebKit/536.28.10 (KHTML, like Gecko) Version/6.0.3 Safari/536.28.10" "www.lifelineprc.com"
165.134.208.22 - - [26/Feb/2014:07:40:16 -0800] "GET /img/slider/image1.jpg HTTP/1.1" 200 994823 "http://www.lifelineprc.com/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_3) AppleWebKit/536.28.10 (KHTML, like Gecko) Version/6.0.3 Safari/536.28.10" "www.lifelineprc.com"
165.134.208.22 - - [26/Feb/2014:07:40:18 -0800] "GET /img/icons/programs.png HTTP/1.1" 200 87200 "http://www.lifelineprc.com/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_3) AppleWebKit/536.28.10 (KHTML, like Gecko) Version/6.0.3 Safari/536.28.10" "www.lifelineprc.com"
165.134.208.22 - - [26/Feb/2014:07:40:29 -0800] "GET /img/staff/group.jpg HTTP/1.1" 200 172517 "http://www.lifelineprc.com/about.php" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_3) AppleWebKit/536.28.10 (KHTML, like Gecko) Version/6.0.3 Safari/536.28.10" "www.lifelineprc.com"
208.115.113.88 - - [26/Feb/2014:08:20:47 -0800] "GET /symptoms.html HTTP/1.1" 404 89 "-" "Mozilla/5.0 (compatible; Ezooms/1.0; help@moz.com)" "lifelineprc.com"
54.205.73.41 - - [26/Feb/2014:08:54:17 -0800] "GET / HTTP/1.1" 200 4249 "-" "Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_5_8; en-US) AppleWebKit/532.5 (KHTML, like Gecko) Chrome/4.0.249.0 Safari/532.5" "lifelinepregnancyhelp.org"
173.252.74.113 - - [26/Feb/2014:09:28:14 -0800] "GET / HTTP/1.1" 200 4249 "-" "facebookexternalhit/1.1 (+http://www.facebook.com/externalhit_uatext.php)" "www.lifelineprc.com"
173.252.74.117 - - [26/Feb/2014:09:28:17 -0800] "GET /img/icons/community.png HTTP/1.1" 206 9000 "http://www.lifelineprc.com/" "facebookexternalhit/1.1 (+http://www.facebook.com/externalhit_uatext.php)" "www.lifelineprc.com"
173.252.74.118 - - [26/Feb/2014:09:28:17 -0800] "GET /img/icons/programs.png HTTP/1.1" 206 9000 "http://www.lifelineprc.com/" "facebookexternalhit/1.1 (+http://www.facebook.com/externalhit_uatext.php)" "www.lifelineprc.com"
173.252.74.118 - - [26/Feb/2014:09:28:17 -0800] "GET /img/icons/peer.png HTTP/1.1" 206 9000 "http://www.lifelineprc.com/" "facebookexternalhit/1.1 (+http://www.facebook.com/externalhit_uatext.php)" "www.lifelineprc.com"
173.252.74.116 - - [26/Feb/2014:09:28:17 -0800] "GET /img/slider/image6.jpg HTTP/1.1" 206 9000 "http://www.lifelineprc.com/" "facebookexternalhit/1.1 (+http://www.facebook.com/externalhit_uatext.php)" "www.lifelineprc.com"
173.252.74.119 - - [26/Feb/2014:09:28:18 -0800] "GET /img/icons/community.png HTTP/1.1" 206 100285 "-" "facebookexternalhit/1.1 (+http://www.facebook.com/externalhit_uatext.php)" "www.lifelineprc.com"
69.171.233.115 - - [26/Feb/2014:09:28:18 -0800] "GET /img/slider/image3.jpg HTTP/1.1" 206 577297 "-" "facebookexternalhit/1.1 (+http://www.facebook.com/externalhit_uatext.php)" "www.lifelineprc.com"
69.171.233.119 - - [26/Feb/2014:09:28:18 -0800] "GET /img/icons/community.png HTTP/1.1" 206 100285 "-" "facebookexternalhit/1.1 (+http://www.facebook.com/externalhit_uatext.php)" "www.lifelineprc.com"
69.171.233.117 - - [26/Feb/2014:09:28:18 -0800] "GET /img/icons/programs.png HTTP/1.1" 206 87200 "-" "facebookexternalhit/1.1 (+http://www.facebook.com/externalhit_uatext.php)" "www.lifelineprc.com"
69.171.233.112 - - [26/Feb/2014:09:28:18 -0800] "GET /img/icons/services.png HTTP/1.1" 206 100556 "-" "facebookexternalhit/1.1 (+http://www.facebook.com/externalhit_uatext.php)" "www.lifelineprc.com"
67.221.222.98 - - [26/Feb/2014:09:42:35 -0800] "GET / HTTP/1.1" 200 4249 "http://www.google.com/url?sa=t&rct=j&q=&esrc=s&frm=1&source=web&cd=1&ved=0CEMQFjAA&url=http%3A%2F%2Fwww.lifelineprc.com%2F&ei=tEf6UqeHIovlyAHi3IHoAg&usg=AFQjCNHdArWFmMN13bj-eKNbct-R8tUDEg" "Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0; MALC)" "www.lifelineprc.com"
67.221.222.98 - - [26/Feb/2014:09:42:35 -0800] "GET /css/general.css HTTP/1.1" 200 1239 "http://www.lifelineprc.com/" "Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0; MALC)" "www.lifelineprc.com"
67.221.222.98 - - [26/Feb/2014:09:42:35 -0800] "GET /js/form-manager.jquery.js HTTP/1.1" 200 2038 "http://www.lifelineprc.com/" "Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0; MALC)" "www.lifelineprc.com"
67.221.222.98 - - [26/Feb/2014:09:42:36 -0800] "GET /img/slider/logo.jpg HTTP/1.1" 200 490803 "http://www.lifelineprc.com/" "Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0; MALC)" "www.lifelineprc.com"
67.221.222.98 - - [26/Feb/2014:09:42:36 -0800] "GET /img/icons/programs.png HTTP/1.1" 200 87200 "http://www.lifelineprc.com/" "Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0; MALC)" "www.lifelineprc.com"
67.221.222.98 - - [26/Feb/2014:09:42:36 -0800] "GET /img/icons/peer.png HTTP/1.1" 200 81327 "http://www.lifelineprc.com/" "Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0; MALC)" "www.lifelineprc.com"
67.221.222.98 - - [26/Feb/2014:09:42:37 -0800] "GET /img/theme7bg2.png HTTP/1.1" 200 51231 "http://www.lifelineprc.com/" "Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0; MALC)" "www.lifelineprc.com"
67.221.222.98 - - [26/Feb/2014:09:42:37 -0800] "GET /img/slider/image1.jpg HTTP/1.1" 200 994823 "http://www.lifelineprc.com/" "Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0; MALC)" "www.lifelineprc.com"
66.249.73.163 - - [26/Feb/2014:10:30:06 -0800] "GET /robots.txt HTTP/1.1" 404 89 "-" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)" "www.lifelinepregnancyhelp.org"
165.134.209.28 - - [26/Feb/2014:10:43:03 -0800] "GET /about.php HTTP/1.1" 200 4968 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_3) AppleWebKit/536.28.10 (KHTML, like Gecko) Version/6.0.3 Safari/536.28.10" "www.lifelineprc.com"
165.134.209.28 - - [26/Feb/2014:10:43:04 -0800] "GET /js/form-manager.jquery.js HTTP/1.1" 200 1375 "http://www.lifelineprc.com/about.php" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_3) AppleWebKit/536.28.10 (KHTML, like Gecko) Version/6.0.3 Safari/536.28.10" "www.lifelineprc.com"
165.134.209.28 - - [26/Feb/2014:10:43:04 -0800] "GET /js/responsiveslides.min.js HTTP/1.1" 200 1967 "http://www.lifelineprc.com/about.php" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_3) AppleWebKit/536.28.10 (KHTML, like Gecko) Version/6.0.3 Safari/536.28.10" "www.lifelineprc.com"
165.134.209.28 - - [26/Feb/2014:10:43:04 -0800] "GET /css/general.css HTTP/1.1" 200 1239 "http://www.lifelineprc.com/about.php" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_3) AppleWebKit/536.28.10 (KHTML, like Gecko) Version/6.0.3 Safari/536.28.10" "www.lifelineprc.com"
165.134.209.28 - - [26/Feb/2014:10:43:04 -0800] "GET /css/bootstrap.css HTTP/1.1" 200 18835 "http://www.lifelineprc.com/about.php" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_3) AppleWebKit/536.28.10 (KHTML, like Gecko) Version/6.0.3 Safari/536.28.10" "www.lifelineprc.com"
165.134.209.28 - - [26/Feb/2014:10:43:04 -0800] "GET /js/jquery-1.10.1.min.js HTTP/1.1" 200 33357 "http://www.lifelineprc.com/about.php" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_3) AppleWebKit/536.28.10 (KHTML, like Gecko) Version/6.0.3 Safari/536.28.10" "www.lifelineprc.com"
165.134.209.28 - - [26/Feb/2014:10:43:06 -0800] "GET /img/theme7bg2.png HTTP/1.1" 200 51231 "http://www.lifelineprc.com/about.php" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_3) AppleWebKit/536.28.10 (KHTML, like Gecko) Version/6.0.3 Safari/536.28.10" "www.lifelineprc.com"
165.134.209.28 - - [26/Feb/2014:10:43:06 -0800] "GET /img/slider/image6.jpg HTTP/1.1" 200 322835 "http://www.lifelineprc.com/about.php" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_3) AppleWebKit/536.28.10 (KHTML, like Gecko) Version/6.0.3 Safari/536.28.10" "www.lifelineprc.com"
165.134.209.28 - - [26/Feb/2014:10:43:09 -0800] "GET /img/staff/group.jpg HTTP/1.1" 200 172517 "http://www.lifelineprc.com/about.php" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_3) AppleWebKit/536.28.10 (KHTML, like Gecko) Version/6.0.3 Safari/536.28.10" "www.lifelineprc.com"
165.134.209.28 - - [26/Feb/2014:10:43:13 -0800] "GET /img/icons/peer.png HTTP/1.1" 200 81327 "http://www.lifelineprc.com/about.php" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_3) AppleWebKit/536.28.10 (KHTML, like Gecko) Version/6.0.3 Safari/536.28.10" "www.lifelineprc.com"
70.252.128.72 - - [26/Feb/2014:11:37:50 -0800] "GET /css/bootstrap.css HTTP/1.1" 200 18835 "http://www.lifelinepregnancyhelp.org/" "Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; yie9; rv:11.0) like Gecko" "www.lifelinepregnancyhelp.org"
70.252.128.72 - - [26/Feb/2014:11:37:50 -0800] "GET /img/slider/logo.jpg HTTP/1.1" 200 490803 "http://www.lifelinepregnancyhelp.org/" "Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; yie9; rv:11.0) like Gecko" "www.lifelinepregnancyhelp.org"
70.252.128.72 - - [26/Feb/2014:11:37:50 -0800] "GET /img/slider/image3.jpg HTTP/1.0" 200 577297 "http://www.lifelinepregnancyhelp.org/" "Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; yie9; rv:11.0) like Gecko" "www.lifelinepregnancyhelp.org"
70.252.128.72 - - [26/Feb/2014:11:37:50 -0800] "GET /img/slider/image1.jpg HTTP/1.1" 200 994823 "http://www.lifelinepregnancyhelp.org/" "Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; yie9; rv:11.0) like Gecko" "www.lifelinepregnancyhelp.org"
70.252.128.72 - - [26/Feb/2014:11:37:51 -0800] "GET /img/icons/community.png HTTP/1.1" 200 100285 "http://www.lifelinepregnancyhelp.org/" "Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; yie9; rv:11.0) like Gecko" "www.lifelinepregnancyhelp.org"
70.252.128.72 - - [26/Feb/2014:11:37:51 -0800] "GET /img/icons/programs.png HTTP/1.1" 200 87200 "http://www.lifelinepregnancyhelp.org/" "Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; yie9; rv:11.0) like Gecko" "www.lifelinepregnancyhelp.org"
70.252.128.72 - - [26/Feb/2014:11:37:51 -0800] "GET /img/icons/services.png HTTP/1.1" 200 100556 "http://www.lifelinepregnancyhelp.org/" "Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; yie9; rv:11.0) like Gecko" "www.lifelinepregnancyhelp.org"
70.252.128.72 - - [26/Feb/2014:11:37:52 -0800] "GET /img/theme7bg2.png HTTP/1.1" 200 51231 "http://www.lifelinepregnancyhelp.org/" "Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; yie9; rv:11.0) like Gecko" "www.lifelinepregnancyhelp.org"
70.252.128.72 - - [26/Feb/2014:11:38:02 -0800] "GET /favicon.ico HTTP/1.1" 404 89 "-" "Mozilla/5.0 (Windows NT 6.1; Win64; x64; Trident/7.0; yie9; rv:11.0) like Gecko" "www.lifelinepregnancyhelp.org"
183.60.215.55 - - [26/Feb/2014:11:46:59 -0800] "GET /forMen.html HTTP/1.1" 404 89 "-" "Mozilla/5.0 (compatible; EasouSpider; +http://www.easou.com/search/spider.html)" "www.lifelinepregnancyhelp.org"
157.56.92.162 - - [26/Feb/2014:12:26:45 -0800] "GET /robots.txt HTTP/1.1" 404 89 "-" "Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)" "lifelinepregnancyhelp.org"
208.115.113.92 - - [26/Feb/2014:12:29:44 -0800] "GET /robots.txt HTTP/1.1" 404 89 "-" "Mozilla/5.0 (compatible; Ezooms/1.0; help@moz.com)" "www.lifelinepregnancyhelp.org"
198.143.130.90 - - [26/Feb/2014:12:47:09 -0800] "GET /services.php HTTP/1.1" 200 3925 "-" "Mozilla/5.0 (compatible; BLEXBot/1.0; +http://webmeup-crawler.com/)" "www.lifelinepregnancyhelp.org"
198.143.130.90 - - [26/Feb/2014:12:47:12 -0800] "GET /services.php?service=peer HTTP/1.1" 200 3929 "-" "Mozilla/5.0 (compatible; BLEXBot/1.0; +http://webmeup-crawler.com/)" "www.lifelinepregnancyhelp.org"
198.143.130.90 - - [26/Feb/2014:12:47:15 -0800] "GET /services.php?service=programs HTTP/1.1" 200 3933 "-" "Mozilla/5.0 (compatible; BLEXBot/1.0; +http://webmeup-crawler.com/)" "www.lifelinepregnancyhelp.org"
198.143.130.90 - - [26/Feb/2014:12:47:22 -0800] "GET /index.php HTTP/1.1" 200 4249 "-" "Mozilla/5.0 (compatible; BLEXBot/1.0; +http://webmeup-crawler.com/)" "www.lifelinepregnancyhelp.org"
198.143.130.90 - - [26/Feb/2014:12:47:25 -0800] "GET /stories.php HTTP/1.1" 200 5941 "-" "Mozilla/5.0 (compatible; BLEXBot/1.0; +http://webmeup-crawler.com/)" "www.lifelinepregnancyhelp.org"
198.143.130.90 - - [26/Feb/2014:12:47:28 -0800] "GET /about.php HTTP/1.1" 200 4968 "-" "Mozilla/5.0 (compatible; BLEXBot/1.0; +http://webmeup-crawler.com/)" "www.lifelinepregnancyhelp.org"
198.143.130.90 - - [26/Feb/2014:12:47:35 -0800] "GET /contact.php HTTP/1.1" 200 7477 "-" "Mozilla/5.0 (compatible; BLEXBot/1.0; +http://webmeup-crawler.com/)" "lifelinepregnancyhelp.org"
198.143.130.90 - - [26/Feb/2014:12:47:41 -0800] "GET /services.php?service=programs HTTP/1.1" 200 3933 "-" "Mozilla/5.0 (compatible; BLEXBot/1.0; +http://webmeup-crawler.com/)" "lifelinepregnancyhelp.org"
198.143.130.90 - - [26/Feb/2014:12:47:50 -0800] "GET /services.php?service=tests HTTP/1.1" 200 3930 "-" "Mozilla/5.0 (compatible; BLEXBot/1.0; +http://webmeup-crawler.com/)" "lifelinepregnancyhelp.org"
198.143.130.90 - - [26/Feb/2014:12:47:54 -0800] "GET /services.php?service=peer HTTP/1.1" 200 3929 "-" "Mozilla/5.0 (compatible; BLEXBot/1.0; +http://webmeup-crawler.com/)" "lifelinepregnancyhelp.org"
198.143.130.90 - - [26/Feb/2014:12:47:57 -0800] "GET /services.php?service=community HTTP/1.1" 200 3934 "-" "Mozilla/5.0 (compatible; BLEXBot/1.0; +http://webmeup-crawler.com/)" "lifelinepregnancyhelp.org"
198.143.130.90 - - [26/Feb/2014:12:48:00 -0800] "GET /index.php HTTP/1.1" 200 4249 "-" "Mozilla/5.0 (compatible; BLEXBot/1.0; +http://webmeup-crawler.com/)" "lifelinepregnancyhelp.org"
165.134.208.22 - - [26/Feb/2014:13:06:30 -0800] "GET /about.php HTTP/1.1" 200 4968 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_3) AppleWebKit/536.28.10 (KHTML, like Gecko) Version/6.0.3 Safari/536.28.10" "www.lifelineprc.com"
165.134.208.22 - - [26/Feb/2014:13:06:31 -0800] "GET /css/general.css HTTP/1.1" 304 - "http://www.lifelineprc.com/about.php" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_3) AppleWebKit/536.28.10 (KHTML, like Gecko) Version/6.0.3 Safari/536.28.10" "www.lifelineprc.com"
165.134.208.22 - - [26/Feb/2014:13:06:31 -0800] "GET /js/form-manager.jquery.js HTTP/1.1" 200 1375 "http://www.lifelineprc.com/about.php" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_3) AppleWebKit/536.28.10 (KHTML, like Gecko) Version/6.0.3 Safari/536.28.10" "www.lifelineprc.com"
165.134.208.22 - - [26/Feb/2014:13:06:31 -0800] "GET /js/responsiveslides.min.js HTTP/1.1" 200 1967 "http://www.lifelineprc.com/about.php" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_3) AppleWebKit/536.28.10 (KHTML, like Gecko) Version/6.0.3 Safari/536.28.10" "www.lifelineprc.com"
165.134.208.22 - - [26/Feb/2014:13:06:31 -0800] "GET /css/bootstrap.css HTTP/1.1" 200 18835 "http://www.lifelineprc.com/about.php" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_3) AppleWebKit/536.28.10 (KHTML, like Gecko) Version/6.0.3 Safari/536.28.10" "www.lifelineprc.com"
165.134.208.22 - - [26/Feb/2014:13:06:31 -0800] "GET /js/jquery-1.10.1.min.js HTTP/1.1" 200 33357 "http://www.lifelineprc.com/about.php" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_3) AppleWebKit/536.28.10 (KHTML, like Gecko) Version/6.0.3 Safari/536.28.10" "www.lifelineprc.com"
