208.115.111.72 - - [24/Jul/2013:18:40:49 -0700] "GET /formen.html HTTP/1.1" 404 89 "-" "Mozilla/5.0 (compatible; Ezooms/1.0; ezooms.bot@gmail.com)" "lifelineprc.com"
173.175.17.109 - - [24/Jul/2013:21:37:14 -0700] "GET /assets/bodyBG.jpg HTTP/1.1" 200 11603 "http://www.lifelinepregnancyhelp.org/index.html" "Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/28.0.1500.72 Safari/537.36" "www.lifelinepregnancyhelp.org"
173.175.17.109 - - [24/Jul/2013:21:37:14 -0700] "GET /favicon.ico HTTP/1.1" 404 89 "-" "Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/28.0.1500.72 Safari/537.36" "www.lifelinepregnancyhelp.org"
86.106.34.164 - - [24/Jul/2013:22:05:51 -0700] "GET / HTTP/1.1" 200 4482 "-" "-" "lifelineprc.com"
180.76.5.113 - - [24/Jul/2013:23:14:37 -0700] "GET /robots.txt HTTP/1.1" 404 89 "-" "Mozilla/5.0 (Windows NT 5.1; rv:6.0.2) Gecko/20100101 Firefox/6.0.2" "lifelineprc.com"
5.10.83.77 - - [24/Jul/2013:23:59:38 -0700] "GET /forMen.html HTTP/1.1" 200 2155 "-" "Mozilla/5.0 (compatible; AhrefsBot/5.0; +http://ahrefs.com/robot/)" "www.lifelinepregnancyhelp.org"
5.10.83.77 - - [25/Jul/2013:00:11:41 -0700] "GET /m& HTTP/1.1" 404 89 "-" "Mozilla/5.0 (compatible; AhrefsBot/5.0; +http://ahrefs.com/robot/)" "www.lifelinepregnancyhelp.org"
5.10.83.7 - - [25/Jul/2013:01:03:03 -0700] "GET /ewyl.html HTTP/1.1" 200 2136 "-" "Mozilla/5.0 (compatible; AhrefsBot/5.0; +http://ahrefs.com/robot/)" "www.lifelineprc.com"
24.84.88.127 - - [25/Jul/2013:01:29:58 -0700] "GET / HTTP/1.1" 200 2587 "-" "Mozilla/5.0 (Windows NT 5.1; rv:8.0) Gecko/20100101 Firefox/8.0" "lifelineprc.com"
24.84.88.127 - - [25/Jul/2013:01:29:58 -0700] "GET /register/ HTTP/1.1" 404 89 "-" "Mozilla/5.0 (Windows NT 5.1; rv:8.0) Gecko/20100101 Firefox/8.0" "lifelineprc.com"
24.84.88.127 - - [25/Jul/2013:01:30:00 -0700] "GET /signup.php HTTP/1.1" 404 89 "-" "Mozilla/5.0 (Windows NT 5.1; rv:8.0) Gecko/20100101 Firefox/8.0" "lifelineprc.com"
217.195.202.12 - - [25/Jul/2013:02:36:40 -0700] "GET /wp-admin HTTP/1.0" 404 73 "http://www.lifelinepregnancyhelp.org/wp-admin" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/535.19 (KHTML, like Gecko) Chrome/18.0.1025.162 Safari/535.19" "www.lifelinepregnancyhelp.org"
66.249.73.160 - - [25/Jul/2013:03:01:40 -0700] "GET /robots.txt HTTP/1.1" 404 89 "-" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)" "www.lifelinepregnancyhelp.org"
66.249.73.122 - - [25/Jul/2013:03:01:40 -0700] "GET / HTTP/1.1" 200 2476 "-" "SAMSUNG-SGH-E250/1.0 Profile/MIDP-2.0 Configuration/CLDC-1.1 UP.Browser/6.2.3.3.c.1.101 (GUI) MMP/2.0 (compatible; Googlebot-Mobile/2.1; +http://www.google.com/bot.html)" "www.lifelinepregnancyhelp.org"
5.10.83.57 - - [25/Jul/2013:03:16:42 -0700] "GET / HTTP/1.1" 200 4482 "-" "Mozilla/5.0 (compatible; AhrefsBot/5.0; +http://ahrefs.com/robot/)" "www.lifelineprc.com"
5.10.83.85 - - [25/Jul/2013:03:28:11 -0700] "GET / HTTP/1.1" 200 2476 "-" "Mozilla/5.0 (compatible; AhrefsBot/5.0; +http://ahrefs.com/robot/)" "www.lifelinepregnancyhelp.org"
178.137.93.32 - - [25/Jul/2013:04:04:02 -0700] "GET / HTTP/1.1" 200 4482 "http://wreune.ru/" "Mozilla/4.0 (compatible; MSIE 6.0; Windows XP)" "lifelineprc.com"
220.181.89.166 - - [25/Jul/2013:04:07:46 -0700] "GET /robots.txt HTTP/1.1" 404 89 "-" "Sogou web spider/4.0\x01" "lifelineprc.com"
79.46.200.219 - - [25/Jul/2013:04:16:42 -0700] "GET / HTTP/1.1" 200 2598 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_8) AppleWebKit/534.59.8 (KHTML, like Gecko) Version/5.1.9 Safari/534.59.8" "www.lifelinepregnancyhelp.org"
220.181.89.166 - - [25/Jul/2013:05:04:04 -0700] "GET / HTTP/1.1" 200 2476 "-" "Sogou web spider/4.0(+http://www.sogou.com/docs/help/webmasters.htm#07)" "lifelineprc.com"
5.10.83.89 - - [25/Jul/2013:05:13:31 -0700] "GET /index.html HTTP/1.1" 200 2646 "-" "Mozilla/5.0 (compatible; AhrefsBot/5.0; +http://ahrefs.com/robot/)" "www.lifelineprc.com"
5.10.83.54 - - [25/Jul/2013:05:16:23 -0700] "GET /services.html HTTP/1.1" 200 2047 "-" "Mozilla/5.0 (compatible; AhrefsBot/5.0; +http://ahrefs.com/robot/)" "lifelinepregnancyhelp.org"
24.84.88.127 - - [25/Jul/2013:05:16:23 -0700] "GET /register/ HTTP/1.1" 404 89 "-" "Mozilla/5.0 (Windows NT 5.1; rv:8.0) Gecko/20100101 Firefox/8.0" "lifelineprc.com"
24.84.88.127 - - [25/Jul/2013:05:16:23 -0700] "GET /login.php HTTP/1.1" 404 89 "-" "Mozilla/5.0 (Windows NT 5.1; rv:8.0) Gecko/20100101 Firefox/8.0" "lifelineprc.com"
5.10.83.54 - - [25/Jul/2013:05:23:51 -0700] "GET /postabortion.html HTTP/1.1" 200 2485 "-" "Mozilla/5.0 (compatible; AhrefsBot/5.0; +http://ahrefs.com/robot/)" "www.lifelinepregnancyhelp.org"
5.10.83.54 - - [25/Jul/2013:05:24:59 -0700] "GET /ewyl.html HTTP/1.1" 200 2304 "-" "Mozilla/5.0 (compatible; AhrefsBot/5.0; +http://ahrefs.com/robot/)" "lifelinepregnancyhelp.org"
5.10.83.54 - - [25/Jul/2013:05:25:22 -0700] "GET /services.html HTTP/1.1" 200 2047 "-" "Mozilla/5.0 (compatible; AhrefsBot/5.0; +http://ahrefs.com/robot/)" "www.lifelinepregnancyhelp.org"
5.10.83.89 - - [25/Jul/2013:05:35:25 -0700] "GET /ewyl.html HTTP/1.1" 200 2305 "-" "Mozilla/5.0 (compatible; AhrefsBot/5.0; +http://ahrefs.com/robot/)" "www.lifelineprc.com"
5.10.83.89 - - [25/Jul/2013:06:09:40 -0700] "GET /abortion.html HTTP/1.1" 200 3411 "-" "Mozilla/5.0 (compatible; AhrefsBot/5.0; +http://ahrefs.com/robot/)" "www.lifelineprc.com"
5.10.83.89 - - [25/Jul/2013:06:34:20 -0700] "GET /locations.html HTTP/1.1" 200 2131 "-" "Mozilla/5.0 (compatible; AhrefsBot/5.0; +http://ahrefs.com/robot/)" "www.lifelineprc.com"
5.10.83.89 - - [25/Jul/2013:06:44:12 -0700] "GET /purefreedom.html HTTP/1.1" 200 2272 "-" "Mozilla/5.0 (compatible; AhrefsBot/5.0; +http://ahrefs.com/robot/)" "www.lifelineprc.com"
180.76.5.154 - - [25/Jul/2013:07:07:21 -0700] "GET /symptoms.html HTTP/1.1" 200 2396 "-" "Mozilla/5.0 (compatible; Baiduspider/2.0; +http://www.baidu.com/search/spider.html)" "www.lifelinepregnancyhelp.org"
65.55.24.238 - - [25/Jul/2013:08:15:53 -0700] "GET /robots.txt HTTP/1.1" 404 89 "-" "Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)" "www.lifelinepregnancyhelp.org"
157.56.92.158 - - [25/Jul/2013:08:25:33 -0700] "GET /robots.txt HTTP/1.1" 404 89 "-" "Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)" "lifelineprc.com"
112.134.221.157 - - [25/Jul/2013:10:09:24 -0700] "GET /assets/images/pregnancy.jpg HTTP/1.1" 200 73198 "-" "Mozilla/5.0 (iPad; CPU OS 6_1_3 like Mac OS X) AppleWebKit/536.26 (KHTML, like Gecko) Version/6.0 Mobile/10B329 Safari/8536.25" "www.lifelinepregnancyhelp.org"
66.87.74.25 - - [25/Jul/2013:10:11:42 -0700] "GET /style.css HTTP/1.1" 200 1636 "http://www.lifelinepregnancyhelp.org/" "Mozilla/5.0 (iPhone; CPU iPhone OS 6_1_3 like Mac OS X) AppleWebKit/536.26 (KHTML, like Gecko) Version/6.0 Mobile/10B329 Safari/8536.25" "www.lifelinepregnancyhelp.org"
66.87.74.25 - - [25/Jul/2013:10:11:43 -0700] "GET /assets/psd/LeftNavLayoutPieces/top.jpg HTTP/1.1" 200 43470 "http://www.lifelinepregnancyhelp.org/" "Mozilla/5.0 (iPhone; CPU iPhone OS 6_1_3 like Mac OS X) AppleWebKit/536.26 (KHTML, like Gecko) Version/6.0 Mobile/10B329 Safari/8536.25" "www.lifelinepregnancyhelp.org"
66.87.74.25 - - [25/Jul/2013:10:11:43 -0700] "GET /assets/psd/LeftNavLayoutPieces/bgcolor.jpg HTTP/1.1" 200 4012 "http://www.lifelinepregnancyhelp.org/" "Mozilla/5.0 (iPhone; CPU iPhone OS 6_1_3 like Mac OS X) AppleWebKit/536.26 (KHTML, like Gecko) Version/6.0 Mobile/10B329 Safari/8536.25" "www.lifelinepregnancyhelp.org"
66.87.74.25 - - [25/Jul/2013:10:11:43 -0700] "GET /assets/images/homePage.jpg HTTP/1.1" 200 23096 "http://www.lifelinepregnancyhelp.org/" "Mozilla/5.0 (iPhone; CPU iPhone OS 6_1_3 like Mac OS X) AppleWebKit/536.26 (KHTML, like Gecko) Version/6.0 Mobile/10B329 Safari/8536.25" "www.lifelinepregnancyhelp.org"
5.10.83.14 - - [25/Jul/2013:10:55:59 -0700] "GET /options.html HTTP/1.1" 200 3012 "-" "Mozilla/5.0 (compatible; AhrefsBot/5.0; +http://ahrefs.com/robot/)" "lifelinepregnancyhelp.org"
5.10.83.14 - - [25/Jul/2013:11:57:48 -0700] "GET /m& HTTP/1.1" 404 89 "-" "Mozilla/5.0 (compatible; AhrefsBot/5.0; +http://ahrefs.com/robot/)" "lifelinepregnancyhelp.org"
5.10.83.14 - - [25/Jul/2013:11:59:45 -0700] "GET /ewyl.html HTTP/1.1" 200 3474 "-" "Mozilla/5.0 (compatible; AhrefsBot/5.0; +http://ahrefs.com/robot/)" "www.lifelinepregnancyhelp.org"
5.10.83.12 - - [25/Jul/2013:12:09:09 -0700] "GET /symptoms.html HTTP/1.1" 200 2398 "-" "Mozilla/5.0 (compatible; AhrefsBot/5.0; +http://ahrefs.com/robot/)" "www.lifelineprc.com"
5.10.83.12 - - [25/Jul/2013:12:24:49 -0700] "GET /forMen.html HTTP/1.1" 200 2331 "-" "Mozilla/5.0 (compatible; AhrefsBot/5.0; +http://ahrefs.com/robot/)" "www.lifelineprc.com"
188.143.232.31 - - [25/Jul/2013:12:42:50 -0700] "POST /process.php HTTP/1.1" 200 88 "http://www.lifelinepregnancyhelp.org/appointment.php" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)" "www.lifelinepregnancyhelp.org"
188.143.232.31 - - [25/Jul/2013:12:42:52 -0700] "POST /process.php HTTP/1.1" 200 88 "http://www.lifelinepregnancyhelp.org/appointment.php" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)" "www.lifelinepregnancyhelp.org"
188.143.232.31 - - [25/Jul/2013:12:42:53 -0700] "POST /process.php HTTP/1.1" 200 88 "http://www.lifelinepregnancyhelp.org/appointment.php" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)" "www.lifelinepregnancyhelp.org"
188.143.232.31 - - [25/Jul/2013:12:42:53 -0700] "POST /process.php HTTP/1.1" 200 88 "http://www.lifelinepregnancyhelp.org/appointment.php" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)" "www.lifelinepregnancyhelp.org"
180.76.5.59 - - [25/Jul/2013:12:43:06 -0700] "GET / HTTP/1.1" 200 2475 "-" "Mozilla/5.0 (compatible; Baiduspider/2.0; +http://www.baidu.com/search/spider.html)" "lifelineprc.com"
5.10.83.14 - - [25/Jul/2013:12:45:28 -0700] "GET /appointment.php HTTP/1.1" 200 1618 "-" "Mozilla/5.0 (compatible; AhrefsBot/5.0; +http://ahrefs.com/robot/)" "lifelinepregnancyhelp.org"
5.10.83.12 - - [25/Jul/2013:12:59:23 -0700] "GET /purefreedom.html HTTP/1.1" 200 2271 "-" "Mozilla/5.0 (compatible; AhrefsBot/5.0; +http://ahrefs.com/robot/)" "www.lifelineprc.com"
5.10.83.14 - - [25/Jul/2013:13:07:49 -0700] "GET /ewyl.html HTTP/1.1" 200 2306 "-" "Mozilla/5.0 (compatible; AhrefsBot/5.0; +http://ahrefs.com/robot/)" "lifelinepregnancyhelp.org"
5.10.83.12 - - [25/Jul/2013:13:11:58 -0700] "GET /locations.html HTTP/1.1" 200 2131 "-" "Mozilla/5.0 (compatible; AhrefsBot/5.0; +http://ahrefs.com/robot/)" "www.lifelineprc.com"
5.10.83.14 - - [25/Jul/2013:13:14:16 -0700] "GET /forMen.html HTTP/1.1" 200 2332 "-" "Mozilla/5.0 (compatible; AhrefsBot/5.0; +http://ahrefs.com/robot/)" "lifelinepregnancyhelp.org"
5.10.83.14 - - [25/Jul/2013:13:25:32 -0700] "GET /symptoms.html HTTP/1.1" 200 2397 "-" "Mozilla/5.0 (compatible; AhrefsBot/5.0; +http://ahrefs.com/robot/)" "www.lifelinepregnancyhelp.org"
178.137.93.32 - - [25/Jul/2013:14:09:33 -0700] "GET / HTTP/1.1" 200 4482 "http://atkinx.com/" "Mozilla/4.0 (compatible; MSIE 6.0; Windows XP)" "lifelineprc.com"
178.137.93.32 - - [25/Jul/2013:14:09:35 -0700] "GET / HTTP/1.1" 200 4482 "http://atkinx.com/" "Mozilla/4.0 (compatible; MSIE 6.0; Windows XP)" "lifelineprc.com"
178.137.93.32 - - [25/Jul/2013:14:18:05 -0700] "GET / HTTP/1.1" 200 4482 "http://videosoc.ru/" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; .NET CLR 1.1.4322; Alexa Toolbar; (R1 1.5))" "lifelineprc.com"
178.137.93.32 - - [25/Jul/2013:14:18:06 -0700] "GET / HTTP/1.1" 200 4482 "http://videosoc.ru/" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; .NET CLR 1.1.4322; Alexa Toolbar; (R1 1.5))" "lifelineprc.com"
70.252.131.18 - - [25/Jul/2013:15:30:16 -0700] "GET /version2/img/slider/image3.jpg HTTP/1.1" 200 577297 "http://www.lifelinepregnancyhelp.org/version2/" "Mozilla/5.0 (compatible; MSIE 10.0; Windows NT 6.1; WOW64; Trident/6.0)" "www.lifelinepregnancyhelp.org"
70.252.131.18 - - [25/Jul/2013:15:34:36 -0700] "GET / HTTP/1.1" 200 2598 "-" "Mozilla/5.0 (compatible; MSIE 10.0; Windows NT 6.1; WOW64; Trident/6.0; yie9)" "www.lifelinepregnancyhelp.org"
70.252.131.18 - - [25/Jul/2013:15:34:36 -0700] "GET /assets/bodyBG.jpg HTTP/1.1" 200 11603 "http://www.lifelinepregnancyhelp.org/" "Mozilla/5.0 (compatible; MSIE 10.0; Windows NT 6.1; WOW64; Trident/6.0; yie9)" "www.lifelinepregnancyhelp.org"
70.252.131.18 - - [25/Jul/2013:15:34:36 -0700] "GET /assets/psd/LeftNavLayoutPieces/top.jpg HTTP/1.1" 200 43470 "http://www.lifelinepregnancyhelp.org/" "Mozilla/5.0 (compatible; MSIE 10.0; Windows NT 6.1; WOW64; Trident/6.0; yie9)" "www.lifelinepregnancyhelp.org"
70.252.131.18 - - [25/Jul/2013:15:34:36 -0700] "GET /assets/psd/LeftNavLayoutPieces/bgcolor.jpg HTTP/1.1" 200 4012 "http://www.lifelinepregnancyhelp.org/" "Mozilla/5.0 (compatible; MSIE 10.0; Windows NT 6.1; WOW64; Trident/6.0; yie9)" "www.lifelinepregnancyhelp.org"
70.252.131.18 - - [25/Jul/2013:15:34:37 -0700] "GET /favicon.ico HTTP/1.1" 404 89 "-" "Mozilla/5.0 (compatible; MSIE 10.0; Windows NT 6.1; Win64; x64; Trident/6.0; yie9)" "www.lifelinepregnancyhelp.org"
70.252.131.18 - - [25/Jul/2013:15:35:44 -0700] "GET /version2/css/general.css HTTP/1.1" 200 1216 "http://www.lifelinepregnancyhelp.org/version2/" "Mozilla/5.0 (compatible; MSIE 10.0; Windows NT 6.1; WOW64; Trident/6.0; yie9)" "www.lifelinepregnancyhelp.org"
70.252.131.18 - - [25/Jul/2013:15:35:44 -0700] "GET /version2/img/slider/logo.jpg HTTP/1.1" 200 490803 "http://www.lifelinepregnancyhelp.org/version2/" "Mozilla/5.0 (compatible; MSIE 10.0; Windows NT 6.1; WOW64; Trident/6.0; yie9)" "www.lifelinepregnancyhelp.org"
70.252.131.18 - - [25/Jul/2013:15:35:44 -0700] "GET /version2/js/responsiveslides.min.js HTTP/1.1" 200 1967 "http://www.lifelinepregnancyhelp.org/version2/" "Mozilla/5.0 (compatible; MSIE 10.0; Windows NT 6.1; WOW64; Trident/6.0; yie9)" "www.lifelinepregnancyhelp.org"
70.252.131.18 - - [25/Jul/2013:15:35:44 -0700] "GET /version2/img/slider/image3.jpg HTTP/1.1" 200 577297 "http://www.lifelinepregnancyhelp.org/version2/" "Mozilla/5.0 (compatible; MSIE 10.0; Windows NT 6.1; WOW64; Trident/6.0; yie9)" "www.lifelinepregnancyhelp.org"
70.252.131.18 - - [25/Jul/2013:15:35:44 -0700] "GET /version2/img/icons/community.png HTTP/1.1" 200 100285 "http://www.lifelinepregnancyhelp.org/version2/" "Mozilla/5.0 (compatible; MSIE 10.0; Windows NT 6.1; WOW64; Trident/6.0; yie9)" "www.lifelinepregnancyhelp.org"
70.252.131.18 - - [25/Jul/2013:15:35:45 -0700] "GET /version2/img/icons/peer.png HTTP/1.1" 200 81327 "http://www.lifelinepregnancyhelp.org/version2/" "Mozilla/5.0 (compatible; MSIE 10.0; Windows NT 6.1; WOW64; Trident/6.0; yie9)" "www.lifelinepregnancyhelp.org"
70.252.131.18 - - [25/Jul/2013:15:35:45 -0700] "GET /version2/img/icons/services.png HTTP/1.1" 200 100556 "http://www.lifelinepregnancyhelp.org/version2/" "Mozilla/5.0 (compatible; MSIE 10.0; Windows NT 6.1; WOW64; Trident/6.0; yie9)" "www.lifelinepregnancyhelp.org"
70.252.131.18 - - [25/Jul/2013:15:35:47 -0700] "GET /version2/img/icons/programs.png HTTP/1.1" 200 87200 "http://www.lifelinepregnancyhelp.org/version2/" "Mozilla/5.0 (compatible; MSIE 10.0; Windows NT 6.1; WOW64; Trident/6.0; yie9)" "www.lifelinepregnancyhelp.org"
70.252.131.18 - - [25/Jul/2013:15:35:48 -0700] "GET /version2/img/theme4bg.png HTTP/1.1" 200 50118 "http://www.lifelinepregnancyhelp.org/version2/" "Mozilla/5.0 (compatible; MSIE 10.0; Windows NT 6.1; WOW64; Trident/6.0; yie9)" "www.lifelinepregnancyhelp.org"
70.252.131.18 - - [25/Jul/2013:15:38:40 -0700] "GET /version2/services.php?service=tests HTTP/1.1" 200 1641 "http://www.lifelinepregnancyhelp.org/version2/" "Mozilla/5.0 (compatible; MSIE 10.0; Windows NT 6.1; WOW64; Trident/6.0; yie9)" "www.lifelinepregnancyhelp.org"
70.252.131.18 - - [25/Jul/2013:15:38:40 -0700] "GET /version2/img/services/ultrasound.jpg HTTP/1.1" 200 51408 "http://www.lifelinepregnancyhelp.org/version2/services.php?service=tests" "Mozilla/5.0 (compatible; MSIE 10.0; Windows NT 6.1; WOW64; Trident/6.0; yie9)" "www.lifelinepregnancyhelp.org"
123.125.71.77 - - [25/Jul/2013:15:50:43 -0700] "GET /robots.txt HTTP/1.1" 404 89 "-" "Mozilla/5.0 (compatible; Baiduspider/2.0; +http://www.baidu.com/search/spider.html)" "lifelinepregnancyhelp.org"
70.252.131.18 - - [25/Jul/2013:15:56:11 -0700] "GET /version2/img/icons/email.png HTTP/1.1" 200 110512 "http://www.lifelinepregnancyhelp.org/version2/contact.php" "Mozilla/5.0 (compatible; MSIE 10.0; Windows NT 6.1; WOW64; Trident/6.0; yie9)" "www.lifelinepregnancyhelp.org"
70.252.131.18 - - [25/Jul/2013:15:56:11 -0700] "GET /version2/img/icons/phone.png HTTP/1.1" 200 83342 "http://www.lifelinepregnancyhelp.org/version2/contact.php" "Mozilla/5.0 (compatible; MSIE 10.0; Windows NT 6.1; WOW64; Trident/6.0; yie9)" "www.lifelinepregnancyhelp.org"
70.252.131.18 - - [25/Jul/2013:15:56:13 -0700] "GET /version2/img/staff/group.jpg HTTP/1.1" 200 172517 "http://www.lifelinepregnancyhelp.org/version2/about.php" "Mozilla/5.0 (compatible; MSIE 10.0; Windows NT 6.1; WOW64; Trident/6.0; yie9)" "www.lifelinepregnancyhelp.org"
70.252.131.18 - - [25/Jul/2013:15:56:46 -0700] "GET /version2/img/icons/phone.png HTTP/1.1" 200 83342 "http://www.lifelinepregnancyhelp.org/version2/contact.php" "Mozilla/5.0 (compatible; MSIE 10.0; Windows NT 6.1; WOW64; Trident/6.0; yie9)" "www.lifelinepregnancyhelp.org"
70.252.131.18 - - [25/Jul/2013:15:56:48 -0700] "GET /version2/services.php HTTP/1.1" 200 1641 "http://www.lifelinepregnancyhelp.org/version2/stories.php" "Mozilla/5.0 (compatible; MSIE 10.0; Windows NT 6.1; WOW64; Trident/6.0; yie9)" "www.lifelinepregnancyhelp.org"
