66.249.73.207 - - [23/Jun/2013:17:04:58 -0700] "GET /robots.txt HTTP/1.1" 404 89 "-" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)" "www.lifelineprc.com"
188.143.234.127 - - [23/Jun/2013:19:49:11 -0700] "GET /symptoms.html HTTP/1.1" 200 3401 "-" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)" "www.lifelineprc.com"
188.143.234.127 - - [23/Jun/2013:19:49:13 -0700] "GET /services.html HTTP/1.1" 200 2979 "-" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)" "www.lifelineprc.com"
188.143.234.127 - - [23/Jun/2013:19:49:13 -0700] "GET /locations.html HTTP/1.1" 200 3516 "-" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)" "www.lifelineprc.com"
188.143.234.127 - - [23/Jun/2013:19:49:15 -0700] "GET /forMen.html HTTP/1.1" 200 3180 "-" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)" "www.lifelineprc.com"
188.143.234.127 - - [23/Jun/2013:19:49:16 -0700] "GET /postabortion.html HTTP/1.1" 200 3706 "-" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)" "www.lifelineprc.com"
188.143.234.127 - - [23/Jun/2013:19:49:17 -0700] "GET /purefreedom.html HTTP/1.1" 200 3000 "-" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)" "www.lifelineprc.com"
157.55.35.89 - - [23/Jun/2013:19:55:22 -0700] "GET /robots.txt HTTP/1.1" 404 89 "-" "Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)" "lifelineprc.com"
157.55.35.80 - - [23/Jun/2013:19:55:22 -0700] "GET /robots.txt HTTP/1.1" 404 89 "-" "Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)" "lifelineprc.com"
157.56.93.50 - - [23/Jun/2013:19:55:22 -0700] "GET /robots.txt HTTP/1.1" 404 89 "-" "Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)" "lifelineprc.com"
199.21.99.125 - - [23/Jun/2013:21:54:54 -0700] "GET /robots.txt HTTP/1.1" 404 89 "-" "Mozilla/5.0 (compatible; YandexBot/3.0; +http://yandex.com/bots)" "www.lifelineprc.com"
199.21.99.125 - - [23/Jun/2013:21:54:57 -0700] "GET /assets/images/pregnancy.jpg HTTP/1.1" 200 73198 "-" "Mozilla/5.0 (compatible; YandexImages/3.0; +http://yandex.com/bots)" "www.lifelineprc.com"
208.115.111.72 - - [23/Jun/2013:22:45:13 -0700] "GET /appointment.php HTTP/1.1" 200 3664 "-" "Mozilla/5.0 (compatible; Ezooms/1.0; ezooms.bot@gmail.com)" "www.lifelineprc.com"
157.55.33.88 - - [23/Jun/2013:23:02:14 -0700] "GET / HTTP/1.1" 200 2476 "-" "Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)" "lifelineprc.com"
65.55.24.220 - - [23/Jun/2013:23:53:56 -0700] "GET /robots.txt HTTP/1.1" 404 89 "-" "Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)" "lifelinepregnancyhelp.org"
65.55.215.91 - - [24/Jun/2013:00:12:19 -0700] "GET /robots.txt HTTP/1.1" 404 89 "-" "msnbot-media/1.1 (+http://search.msn.com/msnbot.htm)" "lifelineprc.com"
65.55.24.220 - - [24/Jun/2013:00:55:11 -0700] "GET /ewyl.html HTTP/1.1" 200 2135 "-" "Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)" "lifelinepregnancyhelp.org"
180.76.5.53 - - [24/Jun/2013:02:17:47 -0700] "GET /ewyl.html HTTP/1.1" 200 2136 "-" "Mozilla/5.0 (compatible; Baiduspider/2.0; +http://www.baidu.com/search/spider.html)" "lifelinepregnancyhelp.org"
49.144.138.17 - - [24/Jun/2013:03:04:44 -0700] "GET /assets/images/pregnancy.jpg HTTP/1.1" 200 73198 "http://www.google.com.ph/blank.html" "Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/27.0.1453.116 Safari/537.36" "www.lifelinepregnancyhelp.org"
208.115.113.88 - - [24/Jun/2013:03:48:20 -0700] "GET /robots.txt HTTP/1.1" 404 89 "-" "Mozilla/5.0 (compatible; Ezooms/1.0; ezooms.bot@gmail.com)" "www.lifelineprc.com"
65.55.24.217 - - [24/Jun/2013:04:10:36 -0700] "GET /robots.txt HTTP/1.1" 404 89 "-" "Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)" "lifelinepregnancyhelp.org"
208.115.111.72 - - [24/Jun/2013:05:48:13 -0700] "GET /robots.txt HTTP/1.1" 404 89 "-" "Mozilla/5.0 (compatible; Ezooms/1.0; ezooms.bot@gmail.com)" "lifelineprc.com"
178.255.215.67 - - [24/Jun/2013:06:19:06 -0700] "GET / HTTP/1.1" 200 2476 "-" "Mozilla/5.0 (compatible; Exabot/3.0; +http://www.exabot.com/go/robot)" "lifelineprc.com"
208.115.111.72 - - [24/Jun/2013:06:59:16 -0700] "GET /formen.html HTTP/1.1" 404 89 "-" "Mozilla/5.0 (compatible; Ezooms/1.0; ezooms.bot@gmail.com)" "lifelineprc.com"
184.73.84.85 - - [24/Jun/2013:07:20:47 -0700] "GET / HTTP/1.1" 200 4482 "-" "Mozilla/5.0 (compatible; URLAppendBot/1.0; +http://www.profound.net/urlappendbot.html)" "www.lifelineprc.com"
184.73.84.85 - - [24/Jun/2013:07:21:07 -0700] "GET /postabortion.html HTTP/1.1" 200 3706 "-" "Mozilla/5.0 (compatible; URLAppendBot/1.0; +http://www.profound.net/urlappendbot.html)" "www.lifelineprc.com"
184.73.84.85 - - [24/Jun/2013:07:21:14 -0700] "GET /locations.html HTTP/1.1" 200 3516 "-" "Mozilla/5.0 (compatible; URLAppendBot/1.0; +http://www.profound.net/urlappendbot.html)" "www.lifelineprc.com"
180.76.5.58 - - [24/Jun/2013:07:26:30 -0700] "GET / HTTP/1.1" 200 2476 "-" "Mozilla/5.0 (compatible; Baiduspider/2.0; +http://www.baidu.com/search/spider.html)" "www.lifelinepregnancyhelp.org"
69.84.207.246 - - [24/Jun/2013:08:25:16 -0700] "GET /ewyl.html HTTP/1.1" 200 3085 "-" "Mozilla/4.0 (compatible; MSIE 7.0;Windows NT 5.1;.NET CLR 1.1.4322;.NET CLR 2.0.50727;.NET CLR 3.0.04506.30) Lightspeedsystems" "lifelineprc.com"
69.84.207.246 - - [24/Jun/2013:08:25:18 -0700] "GET /symptoms.html HTTP/1.1" 200 3401 "-" "Mozilla/4.0 (compatible; MSIE 7.0;Windows NT 5.1;.NET CLR 1.1.4322;.NET CLR 2.0.50727;.NET CLR 3.0.04506.30) Lightspeedsystems" "lifelineprc.com"
69.84.207.246 - - [24/Jun/2013:08:25:18 -0700] "GET /services.html HTTP/1.1" 200 2979 "-" "Mozilla/4.0 (compatible; MSIE 7.0;Windows NT 5.1;.NET CLR 1.1.4322;.NET CLR 2.0.50727;.NET CLR 3.0.04506.30) Lightspeedsystems" "lifelineprc.com"
69.84.207.246 - - [24/Jun/2013:08:25:18 -0700] "GET /abortion.html HTTP/1.1" 200 5821 "-" "Mozilla/4.0 (compatible; MSIE 7.0;Windows NT 5.1;.NET CLR 1.1.4322;.NET CLR 2.0.50727;.NET CLR 3.0.04506.30) Lightspeedsystems" "lifelineprc.com"
69.84.207.246 - - [24/Jun/2013:08:25:19 -0700] "GET /locations.html HTTP/1.1" 200 3516 "-" "Mozilla/4.0 (compatible; MSIE 7.0;Windows NT 5.1;.NET CLR 1.1.4322;.NET CLR 2.0.50727;.NET CLR 3.0.04506.30) Lightspeedsystems" "lifelineprc.com"
69.84.207.246 - - [24/Jun/2013:08:25:21 -0700] "GET /appointment.php HTTP/1.1" 200 3664 "-" "Mozilla/4.0 (compatible; MSIE 7.0;Windows NT 5.1;.NET CLR 1.1.4322;.NET CLR 2.0.50727;.NET CLR 3.0.04506.30) Lightspeedsystems" "lifelineprc.com"
69.84.207.246 - - [24/Jun/2013:08:25:22 -0700] "GET /process.php HTTP/1.1" 200 88 "-" "Mozilla/4.0 (compatible; MSIE 7.0;Windows NT 5.1;.NET CLR 1.1.4322;.NET CLR 2.0.50727;.NET CLR 3.0.04506.30) Lightspeedsystems" "lifelineprc.com"
69.84.207.246 - - [24/Jun/2013:08:25:30 -0700] "GET /symptoms.html HTTP/1.1" 200 3401 "-" "Mozilla/4.0 (compatible; MSIE 7.0;Windows NT 5.1;.NET CLR 1.1.4322;.NET CLR 2.0.50727;.NET CLR 3.0.04506.30) Lightspeedsystems" "www.lifelineprc.com"
69.84.207.246 - - [24/Jun/2013:08:25:31 -0700] "GET /postabortion.html HTTP/1.1" 200 3706 "-" "Mozilla/4.0 (compatible; MSIE 7.0;Windows NT 5.1;.NET CLR 1.1.4322;.NET CLR 2.0.50727;.NET CLR 3.0.04506.30) Lightspeedsystems" "lifelineprc.com"
69.84.207.246 - - [24/Jun/2013:08:25:31 -0700] "GET /locations.html HTTP/1.1" 200 3516 "-" "Mozilla/4.0 (compatible; MSIE 7.0;Windows NT 5.1;.NET CLR 1.1.4322;.NET CLR 2.0.50727;.NET CLR 3.0.04506.30) Lightspeedsystems" "www.lifelineprc.com"
54.226.118.218 - - [24/Jun/2013:11:54:03 -0700] "GET / HTTP/1.1" 200 4482 "-" "Mozilla/5.0 (compatible; URLAppendBot/1.0; +http://www.profound.net/urlappendbot.html)" "lifelineprc.com"
54.226.118.218 - - [24/Jun/2013:11:54:34 -0700] "GET / HTTP/1.1" 200 4482 "-" "Mozilla/5.0 (compatible; URLAppendBot/1.0; +http://www.profound.net/urlappendbot.html)" "www.lifelineprc.com"
54.226.118.218 - - [24/Jun/2013:11:54:55 -0700] "GET /postabortion.html HTTP/1.1" 200 3706 "-" "Mozilla/5.0 (compatible; URLAppendBot/1.0; +http://www.profound.net/urlappendbot.html)" "www.lifelineprc.com"
54.226.118.218 - - [24/Jun/2013:11:55:02 -0700] "GET /appointment.php HTTP/1.1" 200 3664 "-" "Mozilla/5.0 (compatible; URLAppendBot/1.0; +http://www.profound.net/urlappendbot.html)" "www.lifelineprc.com"
54.226.118.218 - - [24/Jun/2013:11:55:03 -0700] "GET /locations.html HTTP/1.1" 200 3516 "-" "Mozilla/5.0 (compatible; URLAppendBot/1.0; +http://www.profound.net/urlappendbot.html)" "www.lifelineprc.com"
208.115.113.92 - - [24/Jun/2013:13:10:53 -0700] "GET /robots.txt HTTP/1.1" 404 89 "-" "Mozilla/5.0 (compatible; Ezooms/1.0; ezooms.bot@gmail.com)" "www.lifelinepregnancyhelp.org"
1.202.218.21 - - [24/Jun/2013:13:12:17 -0700] "GET /robots.txt HTTP/1.1" 404 89 "-" "Mozilla/5.0 (compatible; JikeSpider; +http://shoulu.jike.com/spider.html)" "www.lifelineprc.com"
166.147.104.47 - - [24/Jun/2013:13:20:30 -0700] "GET / HTTP/1.1" 200 2596 "http://www.google.com/url?sa=t&source=web&cd=1&ved=0CBMQFjAA&url=http%3A%2F%2Fwww.lifelinepregnancyhelp.org%2F&ei=3qjIUbuxBsrzygGQ-YGQCg&usg=AFQjCNHQXHo2UqVEb_guqR1ed6Vui4wk_A&rct=j" "Mozilla/5.0 (iPhone; CPU iPhone OS 6_1_3 like Mac OS X) AppleWebKit/536.26 (KHTML, like Gecko) Mobile/10B329" "www.lifelinepregnancyhelp.org"
166.147.104.47 - - [24/Jun/2013:13:20:30 -0700] "GET /style.css HTTP/1.1" 200 1636 "http://www.lifelinepregnancyhelp.org/" "Mozilla/5.0 (iPhone; CPU iPhone OS 6_1_3 like Mac OS X) AppleWebKit/536.26 (KHTML, like Gecko) Mobile/10B329" "www.lifelinepregnancyhelp.org"
166.147.104.47 - - [24/Jun/2013:13:20:31 -0700] "GET /assets/images/homePage.jpg HTTP/1.1" 200 23096 "http://www.lifelinepregnancyhelp.org/" "Mozilla/5.0 (iPhone; CPU iPhone OS 6_1_3 like Mac OS X) AppleWebKit/536.26 (KHTML, like Gecko) Mobile/10B329" "www.lifelinepregnancyhelp.org"
151.138.13.244 - - [24/Jun/2013:14:52:07 -0700] "GET / HTTP/1.1" 200 4482 "-" "SuperPagesUrlVerifyBot/1.0" "www.lifelineprc.com"
208.115.113.92 - - [24/Jun/2013:14:54:58 -0700] "GET /postabortion.html HTTP/1.1" 200 3706 "-" "Mozilla/5.0 (compatible; Ezooms/1.0; ezooms.bot@gmail.com)" "www.lifelinepregnancyhelp.org"
54.226.159.199 - - [24/Jun/2013:14:56:33 -0700] "GET / HTTP/1.1" 200 4482 "-" "Mozilla/5.0 (compatible; URLAppendBot/1.0; +http://www.profound.net/urlappendbot.html)" "www.lifelinepregnancyhelp.org"
54.226.159.199 - - [24/Jun/2013:14:56:51 -0700] "GET / HTTP/1.1" 200 4482 "-" "Mozilla/5.0 (compatible; URLAppendBot/1.0; +http://www.profound.net/urlappendbot.html)" "lifelinepregnancyhelp.org"
54.226.159.199 - - [24/Jun/2013:14:57:06 -0700] "GET /locations.html HTTP/1.1" 200 3516 "-" "Mozilla/5.0 (compatible; URLAppendBot/1.0; +http://www.profound.net/urlappendbot.html)" "www.lifelinepregnancyhelp.org"
